,Comentario
2805,Excelente exhibición de animales en las culturas prehispánicas.
2806,Un lugar importante en la historia de México y Cuernavaca. Si vienes a Cuernavaca no olvides visitarlo. Está abierto todos los días.  Para comer hay mucho lugares alrededor
2807,"Me gustó la proyección que hacen en la noche sobre la historia de Hernán. Muy interesante,para acudir con los niños y conocer más sobre él. Lo malo es que lo estaban en remodelación."
2808,No tuve la oportunidad de ingresar debido a la remodelación. Tienen una exposición muy pequeña.
2809,"Se encuentra la mayor parte cerrado al público, espero que pronto lo reabran para que podamos disfrutar de los tesoros que nos legaron nuestros ancestros"
2810,"Lugar histórico, junto al zócalo, con un mercado de artesanías  al lado, lástima q en el sismo del 19 de septiembre se dañara su estructura y permanezca cerrado..."
2811,"FOTOS DE PRIVADA DEL BOSQUE, EN ZUMOANGO, EDO. MEX."
2812,Muy buen lugar con gran contenido sobre la historia de México.
2813,Es un buen museo para visitar aunque es pequeño pero tienen cosas interesantes a veces organizan eventos culturales sufrió daños durante el sismo pero se han ido arreglando 🤓
2814,"Un gran museo, haces un recorrido por el territorio mexicano desde su población hasta hoy en dia"
2815,Se dice que es la estructura colonial conservada más antigua de América.
2816,Es bonito y todo interesante pero creo que está mal que no dejen ingresar bastón para selfie.
2817,"Está en remodelación actualmente, museo el Castillo fué construido y habitado por Hernán Cortés"
2818,"Museo con entrada gratis, buen lugar para caminar."
2819,"Es un lugar emblemático de Morelos ubicado en el mero centro de CUERNAVACA data de  la época de Hernán Cortés y aún se conservan esqueletos humanos en buen estado, su arquitectura se a conservado a pesar de los sismos, luce una vista panorámica hermosa, tienes que conocerlo"
2820,Es un lugar muy interesante por toda la historia detrás. Debes visitarlo
2821,"Un excelente lugar para visitar, hermosas piezas y una vista maravillosa"
2822,"magnifico lugar, en realidad sus exposiciones muy bien estructuradas"
2823,Vale la pena pagar 150 pesos por el tour guiado para 5 personas. Recibes mucha más y mejor información.
2824,"Hermoso, sin embargo está temporalmente cerrado por los daños ocasionados por los temblores del año pasado. :("
2825,"Hermoso lugar, salas bien cuidadas y limpias, lamentablemente se daño en el último temblor.."
2826,"El palacio de Cortés es un palacio civil novohispano del siglo XVI, un monumento histórico ubicado en Cuernavaca, Morelos (México), ordenado construir por Hernán Cortés en los años inmediatos a la Conquista de México. Fue su residencia, después de vivir en la Ciudad de México, en donde asentó la encomienda dada al recibir el marquesado del Valle de Oaxaca. Guarda una enorme similitud con el Alcázar de Colón de Santo Domingo, República Dominicana, el cual es anterior a este (1506). Actualmente es sede del Museo Regional Cuauhnáhuac, inaugurado el 1 de febrero de 1974."
2827,"Muy buen lugar, en especial me encanta toda la historia que hay detrás,  te hace que te remontes a esos tiempos ,y hace que veas realmente como vivieron nuestros antepasados ,la gente que atiende es muy amable y realmente están informados de toda la historia. 100% recomendable para visitar"
2828,"Por el momento está cerrado por cuestiones del sismo pasado, pero no deja de ser un lugar importante en Morelos."
2829,Es un monumento histórico que por su hermosa arquitectura se convierte en un lugar obligado para visitar en tu próximo viaje al centro histórico de la bella Ciudad de cuernavaca Morelos.
2830,Está muy bonito el lugar pintoresco
2831,"Gran museo, con muchos datos históricos."
2832,"Un lugar histórico, limpio, el museo como tal no está lleno de gente, entonces puedes entrar y con toda la calma del mundo observar cada detalle."
2833,"No puede ser que ya lleva tiempo lo del terremoto y nada más no quede el palacio de cortez... Y todo su estorbo que tienen a, su alrededor... Lastima de museo era muy bonito le están quitando la antigüedad."
2834,"El lugar aún está siendo restaurado por los daños que sufrió tras el sismo del 19S, sin embargo, se puede apreciar una gran arquitectura en su exterior y por dentro un par de salas abiertas al público que tienen en exhibición exposiciones temporales bien estructuradas. Los tacos de canasta que están afuera, a lado del 7 eleven son imperdibles."
2835,Un lugar bastante entretenido en el cual puedes pasar un buen rato con la familia.
2836,Esta a punto de cumplir dos años cerrado desde el sismo en Morelos que daño la estructura. Ojalá lo abran pronto por dentro muchas cosas buenas que ver hacercas de la historia si lo que buscas es una buena foto en el exterior olvídalo ponen muchas puestos de artesanías deberían reubicarlos se ve muy mal.
2837,"Actualmente en proceso de restauración, a consecuencia de los daños sufridos en el sismo del 2017, lo poco que se puede ver de la fachada es muy hermoso, las exposiciones temporales que se presentan en un espacio muy pequeño, muy bien logradas, el personal muy amable, ojalá pronto se abra nuevamente al público"
2838,"Fui el día de ayer 14 de Marzo de 2021, se encuentra con vallas metálicas y hasta donde entendí estaba cerrado al igual que la plaza del zócalo, no se cuando vayan a abrir"
2839,"Está en obras, y solamente se puede ver una exposición temporal."
2840,Falta restaurar la mayor parte
2841,"Es un lugar maravilloso, lleno de historia y cultura, desde la conquista hasta la revolución. Es, además, un museo dinámico, ya que constantemente trae nuevas exposiciones temporales al museo, por lo que visitarlo sólo una vez no basta. Además, siendo gratis para los estudiantes, les abre la puerta para seguir aprendiendo y cultivarse. Sin duda es uno de los mejores museos del centro de Cuernavaca. Le doy 9/10 y lo recomiendo mucho tanto para los locales, como para los turistas."
2842,"Museo de admiración,  perdura la construcción original que tiene cinco siglos, ,muy cuidado y  los historiadores te hacen sentir que vives en aquella época de la conquista...."
2843,"Disfrute mucho del recorrido y se ve que están muy comprometido con el cuidado del edificio, por que esta en muy buenas condiciones, felicidades 👏"
2844,"Se encuentra cerrado por remodelación, probablemente en un mes mas se vuelva a abrir. Aunque oficialmente no existen letreros que establezcan la fecha"
2845,"Muy bonita la arquitectura, no pude apreciarlo en su totalidad ya que solamente dos salas están abiertas al público debido a trabajos por daños ocasionados por el sismo del 19 septiembre, ojalá lo rescaten lo más pronto posible."
2846,"Un lugar de cultura, importante saber de nuestras culturas prehispánicas, aparte es un lugar impresionante"
2847,"Lindo lugar colonial, la mayoría son albercas no tan profundas de 1.60 m, la más profunda es la de olas, costo de entrada en 2019: 250 pesos, si tienes niños les encantará... Puedes meter alimentos, fuimos en temporada alta y no había tanta gente. De la CDMX está a 1:30 hrs ya saliendo de la ciudad. Mucho espacio con sombra para comer agusto, hacer un picnic o simplemente relajarte."
2848,"...siguen reparando la torre del reloj que se cayó en el temblor, pero a pesar de todo sigue siendo bueno visitarlo, hay piezas arqueologicas, un carruaje y hasta armaduras, a los que tienen credenciales del estado de Morelos no les cobran, pero no importa, es muy barata la entrada..."
2849,"Esta bonito, aunque en reparación por el sismo :("
2850,"Buen lugar de distracción y saber un poco de historia sobre el lugar, le faltan más exposiciones que pudieran llamar la atención."
2851,"Es un lugar histórico muy bonito. Estaba siendo restaurado durante nuestra visita, pero esto no impidió que se apreciara su belleza arqueológica. Hay una feria de artesanías donde se pueden encontrar souvenirs a buen precio. La gente es muy amable."
2852,"9:39 am iniciamos con el Museo Cuauhnáhuac, entramos a una exposición llamada Yolcatl, (Representación Animal en el Morelos Prehispánico), con el objetivo de celebrar su reapertura parcial, tras los daños sufridos en el temblor del 19 de septiembre de 2017, con la exposición dedicada a las distintas formas en que los pueblos indígenas de Morelos se relacionaron y representaron a los animales en tiempos prehispánicos."
2853,Este lugar nos ayuda a aprender un poco de la historia de mexico
2854,Un palacio convertido en museo con una gran cantidad de obras de arte y objetos antiguos. Su ubicación permite disfrutar de una bonita vista hacia el zócalo de la ciudad. Los guías del lugar están dispuestos a explicarte si te les acercas a preguntar.
2855,"Bonito museo, está muy entretenido y bastantes cosas que uno puede ver de la antigüedad, además de algunas costumbres del Estado, de mi parte lo recomiendo."
2856,Muy buen punto de encuentro. Me gusta venir a curiosiar este lugar
2857,"Por el momento se encuentra en restructuracion por los daños del sismo de septiembre, el museo es hermoso y muy interesante, lugar para visitar si vienes a la ciudad. Ojala que pronto lo abran de nuevo."
2858,"El museo mas iconico de Cuernavaca, básico en una visita turística de la ciudad"
2859,"Este palacio se ve muy bonito, los objetos que se muestran e4n el trayecto se ven interesantes y marcan la historia de un México antiguo."
2860,"Pues el día 31 de diciembre que lo quice visitar estaba cerrado, ni siquiera se puede ver por fuera por qué desde el temblor del '17 está tapada la fachada con unas tablas horripilantes que no sirven de nada solo para afear el centro de Cuernavaca."
2861,"Un lugar con mucha historia, un lugar que hay que visitar si vas a cuernavaca"
2862,"Es un buen sitio histórico, vale la pena si te gusta el tema de los Museos, cuando fui la vialidad exterior estaba en remodelación pero había un acceso lateral por el cual se podía acceder al sitio"
2863,"Hermoso lugar, histórico, lástima que resultó dañado con el temblor de hace dos o tres años, pero adentro todo bien, hay mucho para ver."
2864,Es un lugar donde caminas recordando algo de nuestra historia como país conquistado y pero no doblegado y que ahí está para que no lo olvidemos . Está muy bien conversado y es un lugar que no puedes dejar de visitar si te das una vuelta por Cuernavaca Mor.
2865,"Es impresionante este edificio, sin embargo, a Enero de 2020 aún siguen los trabajos de rehabilitación debido al sismo de 2017. Hay un par de salas que están abiertas al público sin costo."
2866,"Impresionante, de los mejores museos que existen en México, conserva muchos detalles ancestrales, y eso lo hace más llamativo, a fuera hay una estatua imponente , muy recomendable para que visiten los turistas y vean la riqueza cultural Mexicana"
2867,Muy buenas fotos
2868,"Buen monumento en su fechada externa. Ubicado en Cuernavaca, la ciudad de la eterna primavera. A un costado de este Palacio encontrarás un mercado de artesanías muy bien trabajadas y a precios aceptables. Negocia con los vendedores para lograr el mejor acuerdo de precio."
2869,"Actualmente (28 de diciembre del 2018), solo se puede apreciar de manera parcial visitando una exposicion temporal. Esto debido a que la construccion recibio daños con el sismo del año pasado. A la exposicion “Yulcatl” (palabra nahuatl para describir animal), se puede pasar a ver en un horario de 9:00 a 18:00 hrs, de martes a domingo, en grupos pequeños de 20 personas. El recorrido es breve y te llevas aproximadamente 30 minutos."
2870,Conocido también como museo Cuauhnáhuac. Lleno de historia. Construido en el siglo XVI
2871,"Exhiben piezas muy bonitas, te explican muy bien lo que ahí está y el precio del boleto es asequible"
2872,"Con su remodelación están súper mal. No estoy en contra de esto. Pero los tiempos de esta si? Yo creo se tardarán como el puente apatlaco,. Me gusta como para dentro 50 años que este listo. Que pena"
2873,Genial lugar pero por la remodelasion no pudimos visitarlo y en la plaza por el semanaforo no pudimos disfrutar.
2874,Muy bonito y muy limpio
2875,"Es un lugar impresionante y de mucho interés, al recorrerlo conoces  parte de la historia del lugar y de nuestro México"
2876,"Excelente lugar para conocer de la historia del estado de Morelos y de México. Con el sismo del año pasado quedó muy dañado, y no hay acceso al mismo, ojalá que pronto pueda quedar al 💯 , ya que es un gran referente histórico y turístico, independientemente de que quien lo construyó fue el  conquistador Hernán cortés"
2877,"Un lugar sin duda histórico, arquitectura que ha mantenido su origen, es cierto que las reparaciones en pleno 2019 aún continúan pero entrar, conocer objetos, utensilios antiguos, observar los murales de Diego Rivera y las salas amplias que tiene dicho palacio vale la pena, normalmente tiene un costo la entrada, que es mínimo, aunque en algunas fechas o eventos suelen permitir entrada libre."
2878,"Lugar muy interesante y bonito, sólo que no te dejan visitarlo todo porque en este momento esta en reparación por el último terremoto y sólo esta abierto al público una muy pequeña parte"
2879,Es hermoso....vean ustedes mismo con esta foto
2880,Resulta que desde el año 2017 está cerrado por restauración y uno va con las intenciones de conocerlo y solo tienen habilitadas 2 salas pequeñas ( nada) deberían de publicar anunciar y así no nos hacer perder el tiempo y NO desplasarnos
2881,Súper! Me encanta este sitio desde niño me llevaban y no dejo de admirarlo. Que pena que ya llevan bastante tiempo remodelando y como que no quedará igual. Pero aún así sigue siendo un sitio de visita obligada cuando vayas a Cuerna.
2882,"Tiene muchas obras de arte , el mural que pinto Diego Rivera es hermoso, ademas las piezas arqueológicas y el retrato que tienen de José María Morelos y Pavón es majestuoso"
2883,Este Museo tiene una gran colección de objetos históricos de todas las épocas de México. Verlos al alcance de la mano permite apreciar mejor muchos acontecimientos importantes y nos transporta a la cotidianeidad de cada época. Se disfruta mucho la vista desde el balcón hacia el Centro Histórico de Cuernavaca y la terraza de la parte de atrás del edificio. Es para ir con tiempo porque el recorrido es largo y hay mucho para leer y apreciar como por ejemplo murales pintados por Diego Rivera entre 1927 y 1930. Si vas a Cuernavaca corre directo a este museo como primera opción de tu recorrido.
2884,"Excelente museo en el centro Cuernavaca, muy interesante"
2885,"Pintoresco e histórico museo, lástima que por ahora está cerrado ya que el temblor de septiembre del 2017 hizo terribles afectaciones. Espero ir de nuevo cuando abran sus puertas, recomendable!"
2886,"Esta cool .. pero me esperaba más historico y por supuesto representativo, pero la cultura al rededor, la comida callejera.. es gran experiencia culinaria !! Me encanta !!"
2887,"Museo histórico tiene dos salas habilitadas de historia, Arquitectura, utensilios y trastes de la época prehispánica excelente cultural mente"
2888,"Actualmente, a raíz del terremoto del 2017, la estructura quedó dañada, así que hoy día, solo se puede acceder a una parte de este, la sorpresa es que en su interior hay un exposición de arte animal prehispánico, dónde relacionan el mundo animal prehispánico con las culturas de esa época, las piezas vienen de varios lugares del estado de Morelos, sí han visitado Tepoztlán, entenderán la procedencia y la autenticidad, aunque me hubiera gustado ver en sí al palacio completo."
2889,"Gran parte de nuestra historia, me parece un museo excelente, los pequeños aprenden mucho de nuestra historia, sus ibstalaciones son limpias, y lo que se exibe esta muy bien conservado."
2890,"Un museo que te enseña la historia y el origen de este valle hermoso de Cuernavaca,  su historia y sus costumbres, es un recorrido que no se hace cansado y que disfrutas mucho. Tiene una excelente vista de la plaza de Armas de la ciudad. Ademas de que conoces por dentro su chalet de descanso de Hernan Cortes.  Acude  con toda tu familia."
2891,Un lugar perfecto para conocer más de nuestra cultura he historia como mexicanos o guayabos como se nos dice a los originarios de Cuernavaca. Aunque lleva deshabilitado desde el temblor del 19 de septiembre me parece perfecto que se haya iniciado ya con su rehabilitación.
2892,"Limpio, en orden, con descuento a maestros, estudiantes y personas de la tercera edad, siempre hay algo que ver en ese museo además de estar rodeado de restaurantes, curiosidades y el famoso mercado de plata"
2893,"Me encanta el lugar la historia es maravillosa, tiene una vista Genial, solo contemplar las remodelaciones, pero vallan a conocer es demaciado enriquecedor."
2894,"Palacio de Cortes o Museo Cuauhnahuac, ubicado en el centro de la ciudad, cuenta con varias exhibiciones."
2895,"Cuernavaca, muy bonita ciudad.... Solo falta que la gente seamos más educados al no dejar basura tirada en todos lados. Falta cultura de limpieza"
2896,Un excelente museo para saber un poco más de nuestros antepasados y un poco de historia de la bonita ciudad de Morelos
2897,El lugar se encuentra cerrado por daños sufridos en el sismo del 19 de septiembre
2898,"El domingo la entrada es gratuita. La contratación de guía para la visita costó $120. Pienso que estuvo bien para el tamaño del lugar. No le permiten entrar con carreolas ni alimento, aunque sea para niños."
2899,"Es un museo en donde vi varias piezas antiguas, que fueron encontradas aquí en el estado de Morelos."
2900,Casa de descanso que mandó a construir Hernán Cortés ya que le encantó el clima de Cuernavaca.
2901,"Cada vez tiene más remodelaciones, es un lugar histórico!!! No se para q cambiar tanto las calles. Los turistas venimos y nos llevamos la sorpresa de q es un mercado de un lado y de otro una plaza 🤦‍♂️"
2902,"Una imponente y hermoso edificio en el centro de Cuernavaca muy recomendable para visitar con la familia, y conocer más de la historia, se recomienda llevar credencial de estudiante o maestro para el descuento de entrada, no se permiten bebidas o alimentos."
2903,"Es un lugar bonito si te interesan los museos,por el momento está totalmente cerrado y en remodelación,no hay buena vista."
2904,"El palacio de Cortés, albergaba las instalaciones del museo regional de Morelos, resultó afectado de los sismos de 2017 y están en la remodelación y restauración del mismo. Tienen abierta una zona chica pero nutrida con una pequeña exposición acerca de los animales en la arqueología del estado."
2905,"Excelente lugar histórico, cabe destacar que en la actualidad sirve de museo y mucho mejor si vas en domingo porque la entrada es libre a toda persona de nacionalidad mexicana"
2906,No pude entrar esta cerrado por restauracion
2907,"Hermoso lugar, lleno de historia."
2908,"Está impresionante solo que ahorita se encuentra en reparación por la afectación del sismo de septiembre, hay una área muy pequeña de artesanías antiguas que solo se pueden ver por el momento."
2909,"Aún no han terminado la restauración después del sismo del 2017, así que solo se puede entrar a 2 salas. No hay nada referente a Cortés. Lo único alusivo fue observar el exterior del palacio."
2910,Muy bonito lugar
2911,"Un lugar clásico de visitar en el centro de cuernavaca, con mucha historia y lo mejor de la época colonial"
2912,Aún en recuperación después de los sismos del 2017...falta aún el torreón con su reloj monumental...pero los interiores están quedando mejor que antes...vale la pena y mucho darse una vuelta por el lugar... saludos!!
2913,"Lugar historico ubicado en el centro de cuernavaca morelos, actualmente es un museo en epoca de la colonia lo habito hernan cortrs,"
2914,"De mis lugares históricos favoritos en Cuernavaca, agradable, tranquilo para pasar en familia."
2915,Está cerrado por los trabajos que están realizando debido al sismo de 2017. Me hubiera gustado conocerlo  completo. Sólo está abierta una parte para una exposición temporal.
2916,"Un buen nuevo historico con una gran variedad de armas, esculturas de nuestras etnias indígenas prehispánicas, entre muchas otras cosas y artefactos, tristemente aún no abre sus puertas tras el sismo del 19 de septiembre, lo único malo es que las vendedoras ambulantes de enfrente dejan que sus niños se metan a la zona del monolito, que es patrimonio cultural, me ha tocado ver cómo incluso personal adultas cruzan por esa zona supuestamente protegida por los pesimos, paeteticos e inútiles guardias de seguridad que solo contemplan sin hacer nada, incompetentes."
2917,El palacio de Cortés está en mantenimiento   
2918,No pude entrar porque los vigilantes de la entrada a huevo querian quedarse con la pañalera de mi bebé y pues como no se las di porque en ningun lado las piden por obvias razones pues no entre Pendejos!!!
2919,Le doy solo dos estrellas porque está en remodelación Hay una sala nada más con piezas arqueológicas.  El guía que estaba en la sala  muy conocedor de la historia.
2920,Muy bonito lugar para los turistas...rico en cultura e historia..
2921,"Es un monumento historico de tiempos de la colonia, sin duda hermoso, esta en remodelación pero abrieron una partecita, muy padre...vale la pena visitarlo"
2922,Excelente museo sobre la historia del pais.  El mejor museo del centro de Cuernavaca junto con el Brady. Hay2 cosas excepcionales a dentro: el mural de Diego Rivera en el segundo piso y los restos del reloj de toque más antiguo de America. Visitas guiadas con nosotros bajo pedido.
2923,Excelente mural de Diego Rivera y una amplia colección de piezas históricas
2924,"Un lugar muy lindo. Colonial, gran museo. Lastima que tuvo daños en el temblor de septiembre y actualmente está cerrado."
2925,Uno de los puntos a visitar de forma obligatoria. Hay muchos lugares donde comer y adquirir artesanías.
2926,Es un lugar histórico de nuestra ciudad una construcción muy espectacular semejando a un castillo medieval hoy es un museo muy importante los invitamos a conocer parte de la historia de México
2927,La sala temporal del Museo Cuauhnauac es pequeña con pocas piezas pero la propuesta museográfica es buena y cuidada. Esperemos que al reabrir Palacio de Cortés también tenga una renovación en la presentación de las exposiciones permanentes.
2928,Interesante visitar. Recomendable
2929,"Afectado por el terremoto de 2017, ahora hay una pequeña sala abierta que puedes visitar con piezas arqueológicas del Estado de Morelos."
2930,"Una vergüenza que este horrendo bodrio siga en pie, como ""monumento"" honrando a uno de los asesinos, ladrones y violadores más deleznables de la historia, como lo es hernando cortés, quien cometió uno los peores genocidios en contra de nuestros antepasados. Morelenses, tengan dignidad y huevos, como su gran paisano Emiliano Zapata, y tiren ese asqueroso palacio construído a base del robo, la sangre, la explotación y masacre de sus ancestros."
2931,La verdad muy entretenido en Museo tal cual la verdad para ir con la familia está bien y conocer.
2932,"Hermoso museo, el punto cultural e histórico más importante de la Ciudad de Cuernavaca. El edificio es representativo de Cuernavaca. Sin duda es importante conocerlo y visitarlo para conocer más de historia y admirar los maravillosos murales. Cuenta con biblioteca y espacios culturales."
2933,Muy limpio amplio y a un lado venta de oro y plata de Taxco buen lugar para el turismo el zócalo enfrente lo ase muy atractivo para los visitantes extranjeros es una muy agradable experiencia
2934,"El museo está en restauración por el temblor del año pasado, por eso solo tienen dos galerías muy pequeñas abiertas al público con piezas prehispanicas,  aún así hay mucha gente en esta temporada y puedes esperar mucho tiempo para poder entrar a una visita que no te tarda ni 20 minutos, te recomiendo esperar a que abran de nuevo el museo en su totalidad en vez de darte una decepción por la espera."
2935,"Un lindo lugar pero son las mismas exposiciones que había hace unos tres años que asistí, pienso que deben de actualizar sus exposiciones, al menos en algunas salas."
2936,Muy bonito museo tiene mucha historia sobre Morelos recomendable ir a visitar si vas a cuernavaca.
2937,"Por fuerza mayor se debe visitar el Palacio de Cortés por muchas razones: es un sitio arqueólogico, es un sitio histórico y es un museo. Contiene muchas partes de la historia de México, desde el periodo precolombino, la conquista, la colonia, la independencia, la revolución y los murales de Rivera representan al siglo XX. La maravillosa vista del centro de Cuernavaca desde el primer piso es fenomenal por sí misma."
2938,Hermoso lugar ...un gran edificio histórico actualmente con trabajos de reparación por los daños que sufrió  tras el sismo del 19 de septiembre del 2017
2939,Un lugar interesante para quien gusta de la historia....
2940,"El 23 de diciembre de 2016 visité una vez mas Cuernavaca. No pude resistir la tentación de caminar hasta el centro. Tardé una hora, es verdad, pero mereció la pena. Las calles completamente llenas de gente quizás debido, en gran parte, por las compras de navidad."
2941,"Bonito lugar por fuera, no ay nada a excepción del mini museo. Creo que el gobierno de Morelos está descuidando mucho la ciudad de Cuernavaca ☹"
2942,"Pues no es que no me haya gustado lo que pasa es que está en remodelación y no lo pude ver, esa es la razón porque le doy  tres estrellas, no puedo darle 5 porque no lo vi por dentro por fuera se veía muy bonito 😀"
2943,"Muy bonito lugar, actualmente solo están disponibles 2 salas porque continúa en reparación por los daños sufridos en el temblor"
2944,"No tiene costó al menos el día domingo no se los demás días, estaba solo abierta una parte de la exposición para distraerse este bien"
2945,"Definitivamente uno de los atractivos turísticos más.visitados de cuernavaca, en su interior encontrarán elementos históricos que conforman parte fundamental de nuestro país, así como murales del artista mexicano Diego Rivera."
2946,Espacio dañado por el sismo del 19 de Septiembre del 2017.
2947,"Muy bueno el museo, muchas cosas por descubrir, solo que algunas veces están cerradas las exposiciones y no puedes pasar a algunas partes."
2948,"Hermoso lugar, un espacio historico que ademas esta adornado con murales del grandisimo Diego Rivera."
2949,"Sinceramente siempre he querido entrar pero nunca he tenido la oportunidad de poderlo apreciar por dentro, lamentablemente de tantas modificaciones que están haciendo en esa parte no se aprecia bien en las noches..."
2950,Pues siempre a estado excelente cada vez que vengo lo visitó. Esta en remodelacion así que tomen eso en cuenta según hasta mayo terminan.
2951,"En Domingo el turismo nacional no paga, muy bonito y limpio, interesante para grandes y chicos, desde huesos de mastodonte y ceramicas indigenas hasta armaduras, se encuentra de todo."
2952,Genial. Tienes que visutarlo si vas a Cuernavaca. Tienen una exposición desde lo prehispánico hasta la independencia. Es un bonito recorrido y al finalizar un mural de Diego Rivera. El precio es económico.
2953,"Increíble, un lugar hermoso"
2954,"La mayoría está cerrado por los daños del sismo de 2017, como no es la Catedral de Notre Dame ""no hay recursos para arreglarlo pronto""."
2955,"Aún, solo por fuera es impresionante los detalles que encuentras si eres curioso."
2956,"Lugar agradable, por la pandemia al parecer estaba restringido el acceso, pero el zócalo de Cuernavaca es bellísimo"
2957,"Hola ....me puedes informar sobre el mural de las pastoras tradiciones de ocotepec , creo que es un mural en el segundo piso en la parte posterior ."
2958,"Hermosa arquitectura por fuera y por dentro, un bonito museo hoy en día, recomendado 100%."
2959,"El Museo Regional Cuauhnáhuac ocupa el imponente Palacio de Cortés, monumento que concentra el más rico y complejo legado histórico del estado de Morelos. En 1531 Hernán Cortés encargó su construcción para utilizarlo como residencia familiar y sede del Marquesado del Valle de Oaxaca. Hoy, es una de las edificaciones civiles más antiguas que se conservan en México."
2960,Cuando asisti estaba cerrado pero gran lugar de historia
2961,En realidad el lugar seguía cerrado por la pandemia hasta la semana pasada que estuve en la ciudad. No pude conocerlo.
2962,"El lugar es gratuito en fines de semana tiene buenas exposiciones y murales extraordinarios, además de tener una gran vista al centro de Cuernavaca"
2963,"Muy buen y tranquilo lugar, es mejor ir los domingos dado que no cobran, no es muy cara la cuota, pero viene mejor ahorrar unos pesos para comprar comida."
2964,"Es un lugar muy bello e histórico, pero ahora está cerrado por las rehabilitaciones que hay que hacerle por causa del terremoto del 19s"
2965,Es un lugar lleno de historia y agradable para visitarlo y observar cada una de sus salas te traslada al pasado
2966,"Una deliciosa amalgama de tiempo de Cuernavaca. Las presentaciones logran transportarte a su contexto. En esta temporada hay una excelente colección de fotografías del Estado de Morelos en el primer piso, recomiendo altamente solicitar una copia del mapa al guía turístico en turno (aunque seas local), porque muchas veces,  las fotos te presentan lugares que jamás habías visto de lugares que ya conoces. No se puede entrar con mochilas o bolsas, ni alimentos o bebidas,  solo pueden tomarse fotografías sin flash, tome esto en consideración antes de comenzar su travesía en este museo."
2967,Cerrado por restauración
2968,Es un lugar muy especial donde se puede apreciar tanto el dominio español como la grandesa prehispánica con la pirámide que se encuentra bajo el hermoso palacio.
2969,Excelente lugar para ir con la familia y aprender de la historia de nuestro estado.
2970,"Un lugar que destaca por la historia y cultura tras de si, la fachada es muy imponente"
2971,"En reparación hasta el momento, esta quedando bien la remodelacio; hay salas limitadas por el monento. El lugar hermoso sin duda"
2972,"Muy interesante sitio! Ahora es un Museo con 22 salas llenas de historia! No se te ocurra cargar tu celular, te lo prohibirán!"
2973,"Excelente lugar para conocer, es un museo dentro del palacio,justo lo que uno necesita para distraerse por un rato  en la ciudad de cuernavaca Morelos.."
2974,"No hay acceso al Palacio hasta el año 2021, desde el terremoto está en reparación, solo se puede pasar a una pequeña sala de exhibición."
2975,"Toda la zona está inundada de ambulantes. Se le da un ambiente feo, desorganizado y sucio. En la parte superior del palacio de hizo un tipo de mercado de chucherías y contrasta negativamente, además que se hizo sin cuidado alguno."
2976,"La historia de este palacio es hermosa, es parte de la cultura de Morelense, actualmente es un museo que tiene variedad de reliquias, valuartes, figuras antiguas, entre otras cosas más."
2977,"Uno de los lugares más emblemáticos de Morelos, no te puedes ir sin visitarlo. Si eres mexicano la entrada es gratis los domingos. 😉"
2978,Un lugar espectacular y con gran historia
2979,Un agradable y bello lugar lleno de historia que vale la pena recorrer para después disfrutar un paseo por el centro o comer en algún restaurante cercano
2980,"Aunque en remodelación seguramente reabrirá luciendo una fachada hermosa, solo falta el torreón donde albergaba el reloj de la ciudad"
2981,Me gustó mucho.Apto para niños y educativo. Solo se cuenta con acceso a dos salas. El personal es sumamente amable.
2982,"Solo muestran una parte parcial del museo 10% de la totalidad, el resto fue afectado por el temblor en el 2017. Esta en restauración"
2983,"Afortunadamente ya se encuentra en restauración debido a los sismos del 2017. Por el momento se encuentra cerrado al público, pero en general es un lugar icónico de Cuernavaca."
2984,"Bonito, sigue siendo o que debería es hermoso representa toda la historia es grande, pero en verdad me interesa el mito de la túneles"
2985,Sus salas son una proyección hacia atrás en el tiempo
2986,"Históricamente importante. Si andas en Cuernavaca y tienes una o dos horas libres, tienes que visitarlo. De hecho, es posiblemente el punto cultural e histórico más importante de cuernavaca."
2987,Interesante edificación historia de la época de la colonia. Ahora convertida en museo regional. Cuenta con piezas prehispánicas y de la colonia. Así como bellos murales.
2988,"Excelente museo para conocer un poco de la historia del palacio de cortes, una arquitectura antigua, que por el momento está en remodelación a causa del 9S."
2989,"Por el momento se encuentra en remodelación, pero cuenta con museo de época con vestimentas y carruajes. Obligada la visita cuando estas en Cuernavaca"
2990,Lo he visitado en otras ocasiones y me gusta mucho pero esta cerrado por daños del sismo cuando lo aperturen no dejen de visitarlo
2991,"Siendo febrero 2019, está en remodelación, solo hay una sala abierta, con algunas piezas exponiendo, hay servicio de paquetería, no hay sanitarios"
2992,"Un lugar enriquecido con la cultura del estado de Morelos, mucha historia y tiene algunas vistas muy bonitas. Excelente lugar para conocer y aprender."
2993,Un buen lugar para conocer la historia de Cuernavaca
2994,"Desafortunadamente sigue en remodelación, y parece que aún les falta mucho."
2995,Un lugar agradable para estar el acceso debería ser más accesible y de bajo costo
2996,"Excelente museo, hermoso lugar para llevar a los niños a conocer un poco más de historia. Los domingos la entrada es gratuita"
2997,Esta en proceso de reapertura pero hay una exposición pequeña de las figuras representativas de la cultura mesoamericana
2998,"Un lugar donde se mezcla la historia y el arte, excelente para aprender sobre la cultura mexicana. Lamentablemente se encuentra cerrado desde el 19s"
2999,"El lugar me parece increíble, pero les falta señalar en su página de internet que el lugar está en mantenimiento"
3000,Recomendado para conocer la historia de cuernavaca.
