,Comentario
4217,Es hermozo realize mis sueño se iso realidad lo recomiendo
4218,"Los huracanes recientes, causaron muchos árboles caídos y poco a poco están limpiando la zona, el museo aunque pequeño con tres salas, tiene piezas museográficas muy importantes y en la sala de temporales una muy buena exposición pictorica.
Ojalá, habilitarán la tienda del museo, con reproducciones y literatura relacionada."
4219,Muy buenas piezas. Dentro hay una ruinas mayas como guinda en el pastel!
4220,Es muy bonito el museo y la zona arqueológica de San Miguelito está ahí mismo. Es muy limpio. Me gustó mucho.
4221,"Vale la pena visitarlo, aprendes mucho sobre la cultura maya, para ir con la familiar es muy entretenido.
Los domingos no tiene ningún costo."
4222,"Lugar pequeño, tienen cosas interesantes."
4223,"Hermoso lugar,información sobre la cultura maya local, combinación perfecta de los restos arqueológicos y la naturaleza"
4224,Los que trabajan en el museo son irespetuosos y te cobran de más si pagas en dólares
4225,Todo el camino de naturaleza a la pirámide es muy bonito!!!
4226,"El museo es muy lindo, limpio e interesante. La exposición actual (Últimos testigos) es bastante buena. Recomendado."
4227,Me encanto conocer sobre la historia Maya
4228,Excelente lugar para despejarse de la ciudad en un pedacito de selva muy acogedor
4229,"Muy bonita la estructura del Museo por fuera y por dentro, ya que lo elevaron para no afectar la vegetación que ahí vive. Cuenta con tres salas pequeñas muy bien acondicionadas. Costo de entrada accesible pero si van en domingo es gratis. Al concluir la visita en las tres salas, se puede caminar hacia las ruinas a través de la naturaleza, en medio de árboles y vegetación muy hermosa, las ruinas son pequeñas pero puede servir para dar un paseo corto."
4230,"Es la zona de sitio arqueológico conocida como ""El Rey"", son ruinas mayas dentro del complejo turístico más bello de América y quizás del mundo: Cancún!!!... I love it!!!"
4231,Un lugar perdido en la zona hotelera que te refleja la vida cotidiana de las antiguas civilizaciones.
4232,Ven y disfrutalo Domingo gratis! Entre semana 70 por adulto.
4233,"EXCELENTE Y ES SIN COSTO PARA LOS CONACIONALES, GRACIAS MÉXICO"
4234,"Lugar muy tranquilo, un ambiente fresco, bastantebpersonal extranjero. La entrada cuesta 70 pesos mexicanos por persona."
4235,Su arquitectura es bastante atractiva.
4236,"Me encantó, súper interesante."
4237,"Bonito lugar para disfrutar con tiempo, los domingos entrada libre."
4238,Esta muy pequeño
4239,"Un poco de historia, me gustó"
4240,Muy bonito lugar y los viernes de todo el año hay talleres
4241,Como entramos en domingo no genera costo para mexicanos. El museo genial y las ruinas valen la pena. Está rodeado de buena vegetación del lugar. Increíblemente está a la mitad de la zona hotelera. El museo muy funcional y moderno. Vale la pena visitarlo cuando se visita Cancún.
4242,"Muy bonito Museo, todo en excelentes condiciones, moderno muy limpio y con buena vigilancia. La información de cada exhibición se proporciona sólo en español, solo hay algunos vídeos subtitulados en inglés. La sección arqueológica bien ordenada y documentada, con buen acceso y bancas para la gente que ocupe hacer algún descanso. El costo de entrada accesible y niños gratis."
4243,"Es un lugar donde puedes aprender sobre nuestra cultura maya,Azteca por los nuevos códices, es un lugar muy enriquecedor

Lo recomiendo."
4244,Interesante!!! No se lo pierdan!!!
4245,Magnífico! La zona arqueológica es mítica.
4246,Muy lindo pero cierra a las 4 y te hacen correr
4247,Lugar mistico lleno de historia acerca de los Mayas
4248,Interesante para conocer las ruinas de san miguelito.
4249,Un lugar sumamente impresionante. Cuenta con varias salas repletas de historia e ilustradas de una manera muy adecuada. En la parte de hasta atrás puedes encontrar la zona Arqueológica de San Miguelito. Él precio es muy accesible y si tienes credencial de maestro es completamente gratis. Se recomienda llevar zapato cómodo.
4250,"Ultra recomendado. Es una belleza de inicio a fin, para la gente que aprecia la historia, la cultura y la arquitectura es un bello espacio, absolutamente recomendable. En medio de un agitado territorio de diversión este es un lugar obligado para hacer una pausa cultural e histórica que te hará apreciar aún más este bello territorio. Para los visitantes de más de 6 días en esta región les recomiendo destinar en medio de su visita este museo enfocado a la cultura Maya desarrollada en  Quintana Roo"
4251,"Tiene un precio muy bueno para empezar a introducirte en la cultura maya, por 80 pesos pasas una hora muy agradable"
4252,"Me encantó el museo, pero la distribución no está bn organizada: tocó subir varios niveles para ver la exhibición principal, y solo este nivel tiene exhibición. Hay mucho más x mostrar de la cultura Maya y Náhuatl. Un hermoso jardín acompaña este museo con algunas muestras arqueológicas."
4253,"Bonito lugar, muy sencilla la zona Arqueológica, el museo está muy completo"
4254,"Es bonito pero muy chiquito, solo cuenta con dos salas y una para exposiciones temporales. Tiene contenido multimedia, un holograma, y muchas piezas que están bien explicadas.
Un punto a favor es que tienes acceso a la zona arqueológica -por el mismo boleto-
Todo está muy limpio y bien cuidado."
4255,Es muy pequeño el museo y las ruinas pero aún así es interesante conocerlo
4256,Excelente museo histórico de la población maya en Cancún con vestigios de nuestros antepasados
4257,"Es un museo con una distribución muy amplia. Sus salas son extensas y llenas de información maravillosa. Siempre tratan de traer todo tipo de exposiciones temporales. Junto al museo, que cuenta con una vista maravillosa de la laguna, se encuentra la zona arqueológica de San Miguelito, la cual también puedes disfrutar y admirar con su exuberante vegetación. Los fines de semana tienen conferencias o diversas actividades con las cuales puedes disfrutar aun más de este museo."
4258,Muy bonito. Limpio. El servicio de personal bueno
4259,Excelente museo con un alto valor cultural.
4260,"Excelente lugar para conocer nuestra historia, hay muchas exposiciones  y aparte cuenta con una zona arqueológica.

Excellent place to learn about our history, there are many exhibitions and it also has an archaeological zone."
4261,"Excelente panorama, museo con un diseño y muestra espectacular"
4262,"Está bastante interesante el museo, además de que cuentan con la zona arqueológica tienen una exhibición muy completa en donde puede aprender sobre la cultura maya y su desarrollo, la entrada cuesta 70 pesos"
4263,"Tiene la zona arqueológica (San Miguelito) y 2 exposiciones en sala. Una parte del museo estaba cerrada, supongo que es la exposición itinerante."
4264,Para ver parte de la historia de mexico
4265,"El museo es bastante interesante, tiene tanto la zona arqueológica como el museo que aunque no es grande es interesante. creo que vale mucho la pena, y lo recomiendo bastante, tiene modernas instalaciones y buen material audiovisual.
sólo agrego que las cédulas tienen varios errores, lo cual no es muy agradable en un museo, además de que sólo el 50% de las cédulas en español tiene su traducción en inglés, creo que deberían ser todas. Hay cédulas sin objeto mostrado, que sólo dan datos de algún objeto pero que no se muestran en el museo."
4266,"Un enorme museo en Cancún que le faltarían exposiciones para llenar sus salas. Pienso que lo hicieron con mayor capacidad para colocar piezas pero con las pocas que tienen no alcanzan a cubrir su espacio, una vez teniendo ello, podría llegar a ser un museo muy atractivo. Me gustó el hecho de visitar la mini zona arqueológica de la parte externa."
4267,"Es un recorrido breve y brinda una idea de cómo pudo ser un asentamiento maya. Solo hay una construcción elevada, lo demás son restos y basamentos."
4268,Es un rincón arqueológico dentro de la zona hotelera de Cancún y una opción más para disfrutar.
4269,"Excelente museo, limpio y dinámico.
La zona arqueológica muy sencilla pero linda.
los domingos son gratis, hay donde guardar mochilas y como recomendación no lleven botes mayor a 1L por que esta prohibido."
4270,"La colección de piezas arqueológicas exhibidas en el museo es muy poca, realmente el recorrido es corto. Aunque eso sí, el contenido y la información que ofrecen de la región complementa bastante bien este punto. Por otro lado, el sitio arqueológico es hermoso, caminar entre la vegetación local te hace sentir por un momento lo que vivieron los Mayas."
4271,Es bonito pero falta mas interacción y algún guía
4272,"Pésimo servicio, no actualizan los horarios ,policía de la entrada un grosero"
4273,"Un museo chiquito y muy acogedor que es una buena alternativa de entretenimiento para el turista.

Si bien es pequeño, tienen importantes piezas de la cultura maya. Está muy bien organizado y el recorrido es dinámico.

Lo que más me gustó fueron sus instalaciones y la visita a su zona arqueológica.

Para llegar a la pequeña pirámide que tienen, debes adentrarte en un bosque mágico lleno de ramas y troncos muy peculiares. Es lo más bonito del museo, a mi parecer.

Definitivamente debes visitarlo si estás en la zona hotelera!"
4274,"Las instalaciones están muy bien cuidadas y limpias. El edificio es bonito y la curaduría está bien hecha. El jardín donde están los hallazgos arqueológicos está pequeño pero lindo. En cuanto a museografía, le falta un poco"
4275,Muy malo mucho calor no explican que hay elevador muy cansando la entrada. Mal mal. En la tienda souvenirs no hay sistemas para tarjetas no hay aire en fin un fracaso total
4276,Más de la cultura Maya en la Zona Hotelera de Cancún. Impresionante.
4277,Lindo museo con poco para apreciar.
4278,"Muy buen lugar para aprender, una auténtica casa de cultura, templo de aquello que nutre el alma, el conocimiento. Muy bien organizado, un lugar limpio, tranquilo, con buen ambiente en general. Me da gusto ver que muchas personas visitan el museo maya de Cancún."
4279,"Museo moderno y bonito, pero en realidad hay poco que ver, lo mejor son las pirámides que se encuentran en el patio, aunque son pequeñas valen la pena, es un poco sorprendente que estén justo dentro de la zona hotelera de Cancún (en el kilómetro diecisiete y medio) y es apenas perceptibles desde afuera.

La entrada ronda los sesenta pesos mexicanos y abre desde las nueve de la mañana."
4280,"Está muy bien organizada la exposición, por parte del INHA. Obviamente no cuenta con la monumentalidad de otros sitios de la península de Yucatán."
4281,"Este es el único museo en la zona donde poder contemplar piezas de la época maya. Definitivamente un buen complemento a tus visitas a las ruinas mayas. Tiene buenos cuadros explicativos sobre la cultura maya. No es muy grande, se puede visitar en una hora. Si estás en Cancún vale la pena detenerte sin duda"
4282,"Grandioso lugar para venir con tu pareja e hijos a disfrutar de un día muy agradable llenos de descubrimientos mayas y un gran aprendizaje de la cultura maya, sus usos y costumbres, sus viviendas, y que desir de la pirámide. Me fascinó el lugar y el tiempo se me pasó volando los invito a conocerlo."
4283,No hay guía. La estructura bien fea. No me gusto nada
4284,Me llevé una grata sorpresa con la gran  historia de los objetos y edificios mayas que hay en este lugar. Incluso la vegetación durante el recorrido te pone en el ambiente perfecto. Muy recomendable
4285,Es una prenda que cobren extra por utilizar la videocámara del celular
4286,Un museo muy completo y con su zona arqueológica pequeña pero espectacular enmedio de la selva.
4287,"Es probable que la mayoría de turistas que llegan a Cancún ni se enteren de la existencia de este museo. ¡Lástima, sin duda! Se trata de una museo pequeño que se puede visitar el transcurso de horas, y con verdaderas joyas en lítica y cerámica Mayas. Sin duda pensado para una zona que tiene el turismo de playa como foco principal. Especialmente recomendado un recorrido por el sitio arqueológico San Miguelito, adyacente al museo y cubierto en el costo del tiquete de ingreso. Es un terreno extenso, cubierto de bosque y cuidado con esmero. Tiene senderos cómodos que permiten caminar a lo largo del sitio, bajo sombra y sin posibilidades de extraviarse. Dispersos, en el bosque, algunos restos arqueológicos, incluidas unas pequeñas construcciones piramidales. ¡No se lo pierda!"
4288,Muy agradable y limpio
4289,"Hermoso sitio y edificio, pero descuidado... Se ve que el gobierno no da dinero para este sitio del INAH en plena zona hotelera de Cancún, el personal muy amable y servicial"
4290,"Muy bonito lugar, objetis muy buenos todo interesante"
4291,"Pequeño y muy bonito. Cuenta con museo y zona arqueológica. La entrada cuesta 75 pesos por persona y mostrando credencial de estudiante o de maestro me comentaron que la entrada es gratuita.
La zona arqueológica es al aire libre y la parte del museo es climatizada."
4292,Agradable buen lugar para conocer un poco más de los mayas
4293,"Los Domingos es gratis para nacionales, cuentan con servicio gratuito de lockers. El sitio arqueológico es pequeño pero rodeado de mucha vegetación, hay una pequeña pirámide al final del recorrido, traer consigo repelente de insectos."
4294,"Interesante lugar para acercarse a la cultura Maya. Un museo bien organizado, con piezas de valor artístico e histórico y ruinas Mayas para explorar a solo 400 metros del hotel Gand Oasis Cancún."
4295,El lugar vale la pena. Buena experiencia para niños y adultos. Falta mantenimiento.
4296,Buen lugar para pasar un domingo con la familia y ver los objetos de la época de los mayas
4297,"Es un museo pequeño, solo tiene dos salas de exhibición. Si no estás interesado en la cultura maya te podrá parecer aburrido. Su sitio arqueológico también es pequeño y con muy poca información. Como lugar de interés para turistas no lo recomiendo."
4298,El Museo tiene una parte exterior donde aprendes más de la cultura Maya y una parte interior que cuenta además la historia de la conquista y colonización. Tiene obras muy lindas.  Quiero destacar el trabajo de la Maestra Olga Victoria quien está a cargo del área educación por su atención y entrega.
4299,"Me sorprendió, muy buena exposición y muy bonito."
4300,"Es un lugar muy bonito, la zona Arqueológica no es tan atractiva como muchas otras, el museo cuenta con aire acondicionado, a mí parecer le faltan algunas exposiciones referentes al lugar, los domingos es gratis y hay un pequeño estacionamiento. En general es bueno pero sin más atractivos no hay mucha espectativa de volver a visitarlo."
4301,Excelente lugar para conocer la cultura ?maya
4302,Muy bueno. Mucha historia. No hay guías pero hay teles q cuentan las historias mediante videos muy interesantes. Se pueden recorrer algunas ruinas (las de San Miguelito) sin salir de la zona hotelera. Todos los ómnibus sirven y cuestan 12 mexicanos. Hoy cuesta 70 mexicanos la entrada x persona al museo. Recomendable ir con dos horas aproximadamente para recorrer todo y tranquilos.
4303,Es una caminata suave bajo la sombra del bosque.
4304,Fui en domingo y no cobraban entrada a los turistas con identificación oficial. No está muy maravilloso el recorrido pero si hay cosas interesantes y está bien para ir a caminar y disfrutar un paseo sin costo si tienes tiempo libre en Cancún
4305,Muy interesante y piezas arqueológicas hermosas
4306,"Un lugar hermoso, mucha historia y una vegetación impresionante!!"
4307,Lindo lugar para conocer historia y arqueología Maya.
4308,"Año 2019
La entrada general $75 °° MN (Pesos mexicanos)
Estudiantes y Maestros entran gratis.

El museo es muy bonito, esta bien cuidado y vigilado por guardias de seguridad que monitorean las salas de exposición todo el tiempo.

El museo esta divido en:
PB- explanada para observar la naturaleza y algunas maquetas del museo
1P Sala de exposiciones

En la parte trasera esta la zona arqueologica, en el caso de este lugar faltan placas que indiquen que es lo que estas viendo.. Poco es el material para entender que es la estructura que tienes de frente.. También falta señaletica en el camino, por donde ir, cuanto tiempo tiempo falta para llegar al edificio principal etc..

En general esta bastante bien, relación calidad precio."
4309,"Visita obligada tuve la fortuna de visitarla acompañado de mi hermana y fue muy placentera la llegada y todo tiene una exposición de la. Cultura de la región eficaz y aunque es reducido el. Espacio el tiempo es insuficiente para realmente disfrutar la exposición date el tiempo. Se encuentran esculturas monumentales de alebrijes. Encontré una exposición de relatos sobre la guerra de las castas y sientes realmente la piel ""chinita"" al dejarte atrapar por el relato es increíble me fascinó. Además de pequeñas estructuras de lo que fue ese lugar para el comercio maya. Siente Quintana Roo desde su historia y su excelente existencia... Simplemente sientelo."
4310,"El Museo es poco conocido y un destino cultural en Cancún para pasar unas 2 horas o menos. Como cualquier museo del INAH la entrada es gratuita para estudiantes y mayores de 60, el precio general es de $70.00. Las salas del museo están elevadas y por debajo hay jardines lindos. Los objetos exhibidos tienen descripciones, hay aire acondicionado y bancas para detenerse. Terminando el Museo puedes visitar la zona arqueológica de San Miguelito, es pequeña pero se disfruta caminar en la selva bajo la sombra de los árboles, también tiene señalamientos y descripciones y al final hay una pirámide preciosa. Buen lugar para visitar en Cancún y aprender más de la cultura maya. Tiene baños, estacionamiento y lockers gratis para dejar tu mochila. Hay elevador o una rampa para subir al museo."
4311,"Deberían actualizar el horario que está en su página (dice que cierra a más 6 pm) llegamos 2:40 y ya no nos dejaron entrar porqu el último grupo entro a las 2:30, ya que por la pandemia cierran a las 3:00"
4312,Hermosa exposición de la máscara de Jade. Disfruta con calma la explicación. Lugar climatizado
4313,Muy bonito con mucho espacio y la zona arqueológica no la conocía. Me gustó. 👍
4314,"El  museo cuenta con instalaciones agradables y proporciona un ambiente muy natural para disfrutar de la naturaleza, me hubiera gustado que exhibieran una casa típica maya. A su vez, la exhibición y las piezas con las que cuentan  son muy simples y repetitivas."
4315,"La entrada tiene un costo de $70.00, con los descuentos habituales INAPAN, estudiantes, maestros, es ideal para recorrer las instalaciones son grandes y con un diseño vanguardista, la zona arqueológica se camina con sombra por la vegetación y puedes ver iguanas, es un lugar tranquilo y puedes ver las exclusivos permanentes e itinerantes. Gran lugar!!!"
4316,"En la página dice que esta abierto, por cumple de mi hijo decidimos que queríamos ir hoy al unico museo que tenemos en la ciudad de cancun, llegamos al lugar y resulta que esta cerrado x remodelacion, por lo menos pongan bien su info en la web"
4317,"Toda la historia es trasladada a este museo, incluso estelas descubiertas en Coba, vestigios de Chichén Itza y no puede faltar también estelas de Tulum"
4318,"Esta pequeño el museo, en menos de 1 hora terminas de verlo. Tienen una exposición de artículos mayas interesante. Siempre será toda una experiencia de aprendizaje saber sobre esta cultura Maya."
4319,"Bonito lugar para conocer un poquito de la cultura, es pequeño un recorrido interesante toma poco tiempo recorrerlo."
4320,"Me impresionó mucho la colección de piezas que tienen, es un gran museo, lo único que me molestó, fue que en la zona arqueológica no hubiera vigilancia y los extranjeros se saltaban las zonas acordonadas para tomar fotos, sin respetar nada, salí muy enojada del museo."
4321,"Una sorpresa para mi familia encontrar este museo,dentro de la zona hotelera, muy recomendado"
4322,"El museo tiene un diseño muy moderno, está bonito, desde mi punto de vista que llevaba mucho tiempo con el deseo de ir, creo que se queda corto, está muy aburrido, está mas padre la sala maya del museo de antropólogia en CDMX, y es muy triste que fui y casi no había nada de gente, todo solo.
Esperaba mucho más."
4323,Hermoso lugar para conocer un poco más de la cultura maya
4324,"Es un museo muy lindo, la información es muy valiosa. Me encantó el recorrido y lo recomiendo mucho, además de que hay áreas recreativas para niños, así como una librería y venta de souvenirs culturales a muy buen precio. 100% recomendable"
4325,Excelente sitio cultura Maya y atención del personal
4326,"Me encanta este lugar, si te gusta y disfrutas de conocer la historia y otras culturas este lugar es maravilloso.. atención, cultura e historia. Le da el plus las ruinas que encuentras ahí... Si vienes a Cancún no te lo puedes perder.. domingo gratis nacionales"
4327,"El recorrido cuenta con personal que te indica para donde te diriges, la vuelta aunque es selva hay personal que cuida que todo marche bien si haces el recorrido de las ruinas, si solo entras a ver la exposición esta muy bien explicado, espacioso y seguro."
4328,Un parque lleno de historia y con muestras rescatadas de la época maya
4329,"El contenido de piezas arqueológicas es relativamente pequeño en comparación con otros museos, sin embargo, es de gran calidad, con buenas explicaciones sobre su significado. El lugar de las ruinas es muy bonito aunque también pequeño"
4330,"Muy descuidada la parte exterior del museo, lo demás excelente"
4331,"Si estás hospedado en la zona hotelera de Cancún es fácil y rápido de llegar en auto, o a pie si te hospedarte muy cercas, tiene una zona arqueológica( llamada San Miguelito) y la exhibición del museo ( me tocó ver la cultura Maya) y antes de llegar a la sala de exhibición hay unos jardines grandes y había una exhibición de alebrijes y su historia. Costo $70p/p al día de hoy oct-2019"
4332,"sencillo, le hace falta algo, que engrandesca la cultura Maya, lo ponen todo muy gris, muy sobrio, y aprovechando que llega mucho turismo deberían promocionar, sitios de mediano alcance, como por ejemplo Palenque, y la historia de Bacalar y anunciar que hay un fuerte marítimo Museo..

ya que el edifico es muy grande, mucha infraestructura, pero muy opaco en riqueza cultural..

la verdad vas una vez y no quieres perder el tiempo nunca más...

en cambio hay museos que quieres ir una y otra vez, el Museo de antropología en cdmx, el Museo de Teotihuacan, etc.

pero este... lo recomiendo para el Domingo para que no pagué la entrada."
4333,"Gran lugar con mucho de la historia de la península de Yucatán así como de las raíces históricas de la cultura maya.
Resaltan las salas que hacen alusión a las diversas etapas de la formación de la cultura maya así como la influencia de la misma en la zona, además del intercambio cultural y comercial que tuvieron con otras culturas.
Los fósiles de los animales que poblaron la península en las distintas eras también aportan interés al museo.
El paseo por los andadores del museo brinda un espacio para la relajación mientras se aprende sobre la gran cultura maya."
4334,"La exposición sobre la guerra de castas es hermosa pero creo que deberían de tener más seguridad. No tienen carteles de señalización y tampoco detectores de humo. Sin embargo, creo que es un buen lugar para visitar."
4335,"Para conocer sobre la Cultura de los Mayas Ancestrales. El territorio ocupado, sus costumbres, conocimientos, organización social, creencias y cosmogonía. Es un lugar para visitar previo a recorrer los sitios arqueológicos. La zona de San Miguelito cuenta con una pequeña pirámide."
4336,Un lugar muy lindo para conocer las la historia de esta tribu tan especial
4337,"» Ubicado casi al final de la Zona Hotelera.

» Está en 2 fases, la de las salas y la mini zona arqueológica.

» Cuenta con dos exposiciones; una sobre la cultura Maya (Que supongo es la permanente) y otra, imagino, temporal. (En éstos momentos 'Canada y la Nieve')

» La entrada $70, domingos entrada libre.

» El museo está en buenas condiciones, pero su museografia me pareció algo aburrida, sin interactividad, las cédulas sin infografías.

» Horarios: En la foto está la info. de su página en face."
4338,"Muy bonito! Vale la pena visitarlo, aprende uno mucho de la historia y cultura Maya, el precio es muy accesible y tambien muy fácil de llegar, está en la zona hotelera de Cancun y cualquier ruta de autobuses que pasa por ahi  te deja enfrente del museo"
4339,"Ambiente cultural muy bueno, algunas cosas de interacción computacional no estaban en funcionamiento y eso le resto puntos al momento de explicarle a mis hijos algunas cosas... por otro lado el acceso a la estructura prehispánica de la pirámide es muy limitado... en general el costo por el acceso se me hace un poco ostentoso en relación a lo que me ofreció el museo (aunque vine por parte de un hotel, me fije en el costo del acceso por persona)."
4340,"Esta muy bien para todas aquellas personas que les gusta todo esto.

Si quieren ir tomen el elevador (se encuentra en la planta baja)  ya que si es un poquito cansado irse caminado ya que tienes que recorer unas largas rampas en un edificio de aproximadamente 4 pizos.
Los domingos es gratis las entrada.
Otra cosa que tiene es una zona arqueológica donde me parece que hay restos de pirámides pequeñas,también disfrutas de su naturaleza por la abundancia de árboles  y plantas.Es recomendable llevar un repelente a mosquitos."
4341,"El Museo Maya de Cancún y Zona Arqueológica es una excelente opción para conocer un poco más de la fascinante cultura maya y poder así tener una mejor visión histórica. El museo es un poco pequeño, pero contiene elementos arqueológicos muy interesantes."
4342,"Todo Cancún, por no decir todo México, está preparado para el turismo, sin embargo, este espacio parece no contar con la misma logística. El recorrido en el primer piso no tiene sentido. El segundo es un lugar especial, las fotografías de los sobrevivientes de la guerra nos dicen no a la  guerra, no a la maldad. Retornemos al libro sagrado y vivamos conforme a la voluntad de Dios."
4343,"Muy bonito Museo, excelentes instalaciones e informacion muy completa."
4344,"Me resulto más pequeño de lo que esperaba tiene una sala con un par exposición divididas una de ellas algo interactiva dedicada a la nieve.
Pero en el exterior tiene algunas ruinas y restos de pequeñas pirámides aunque el recorrido es breve eso es lo más interesante"
4345,Un lugar muy tranquilo para visitar
4346,Fantastico lugar con un recorrido dinámico y bien estructurado .
4347,Nos dieron un recorrido fantástico. Todas las piezas tienen algo qué decir sobre su encuentro
4348,Aprendí mucho de la cultura maya y ahora conosco aún más mis raices
4349,Es como cualquier museo. Esta bien organizado y con aire acondicionado. Puedes aprender más de la cultura Maya por sus reliquias ancestrales bien cuidadas. Precio de entrada 70 pesos mexicanos.
4350,"Muy bonito museo, ojalá amplíen su exhibición"
4351,"La zona arqueológica se puede recorrer rápido además de sus salas de exhibición cuentan con asombrosas piezas de la cultura maya y la sala temporal siempre tiene muy buenas exposiciones, 100% recomendado😉"
4352,"Acudimos al museo maya para una presentación x la noche de pintura. La dinámica fue muy bonita eh interesante ya que es la primera vez que se hacía algo así en el museo, de día es especial así que no dejen de visitarlo tomen en cuenta que los domingos con INE es gratuito para mexicanos y es una opción muy buena para los cancunenses"
4353,Antes de visitarlo es mejor checar las exposiciones disponibles
4354,"Un lugar bastante agradable y bien cuidado, reflejo de la vida y cultura maya en aquellos tiempos, el Museo consta de una pequeña zona arqueológica y un par de salas de exhibición con algunas piezas representativas de la cultura en esos tiempos, recomendable visitar en domingo para todos los mexicanos"
4355,Bastante tranquilo y con una colección puntual sobre la cultura maya de la region. Bien adicionado con el complemento de una zona arqueológica en el interior del complejo que demuestra el método didáctico de todo el museo (conteniendo hasta videos para apoyar las exhibiciones permanentes... Lo único malo es el hecho que las exhibiciones temporales no tienen la promoción suficiente para llamar más gente por lo que se debe preguntar en el museo por lo próximo a venir... (Tienen redes sociales pero no es buen administrado).
4356,"Las exposiciones estaban sucias sobre todo el esqueleto del tigre dientes de sable (se distinguía la capa de polvo), los encargados no estaban en sus áreas y salvo el cajero y los vigilantes de entrada y pirámide que brindaron información no había gente disponible para apoyarse.
Un experiencia bastante desilusionante"
4357,Exelente Para Cultivar A Lo Pequeños A Que Aprendan Y Vivan La Experiencia De Lo Que Fueron Las Ruinas De Los Mayas
4358,Las piezas que se exhiben son muy bonitas y la zona arqueológica que hay ahí de verdad te atrae!!!
4359,"Es un museo de arquitectura muy bella qué conjugan muy  bien lo moderno con la vegetación  tropical y la playa
La colección es interesante, aunque sólo muestra piezas de los antiguos mayas, sin ninguna alusión a los mayas contemporáneos
Las salas son amplias y luminosas facilitando el recorrido"
4360,"Si tienen oportunidad de visitar el museo, hagan un recorrido y admiren las piezas de la Civilización Maya, la Conquista, la Época Colonial y Contemporánea de Quintana Roo y la península de Yucatán y podrán recrearse en el murmullo de voces que llegan hasta nuestros oídos y la capacidad de nuestra mente para interpretar los vastos conocimientos del pasado.
Estoy seguro que no se arrepentirán."
4361,"Un lugar tranquilo y accesible en medio de la vorágine turística de Cancún. Siempre renovando las exposiciones y con un cuidado excelente de una de las unicas zonas arqueológicas de la ciudad. Poco conocido, pero que bien vale la pena. Totalmente recomendable."
4362,"Un lugar que no debe faltar en el itinerario, ya que se aprende mucho sobre las civilizaciones mayas. Los domingos es entrada libre para mexicanos que muestren credencial del INE. El personal es muy amable. No sé permite la entrada de bolsos, etcétera, pero tienen lockers para guardar las pertenencias, sólo hay que pedirle una ficha al poli."
4363,"Buen sitio para visitar si el clima no es tu amigo en Cancún y la playa queda al margen. Se recorre en una mañana unas 3 hs o 4 si sos de los que leen como yo todos los cartelitos del museo. Incluye las ruinas de Cancun tambien en un contexto de vegetacion muy bello. El coste es de 70 pesos por adulto. Tiene piezas traidas de Coba,  Tulum,  Chichen, Ek Balam y otros sitios. No muy concurrido. En un bus estas cerca de todo. No importa donde vayas el bus cuesta 12 pesos y se paga en efectivo al subir.
Recomendable una mañana nublada hasta que mejore el clima. ✌"
4364,Los Coras del Nayar. Excelente exposición de fotos.
4365,"Muy bonito museo aunque creo que le hacen falta abrir más salas, pero en general bien... Visitenlo conozcamos nuestro México y ampliemos nuestro conocimiento sobre la cultura maya"
4366,Deberían agregar las descripciones en inglés ya que mucha gente que visita el museo sólo puede ver pero no comprende el trasfondo de la pieza.
4367,"Extraordinario.
Una maravillosa muestra de piezas arqueológicas de la zona asi como una visión general de la cultura maya.

Arquitectonicamente, el edificio se integra al entorno y armoniza de forma expectacular con la zona arqueológica de San Miguel.

Un gran acierto abrir el recinto a la 1ra Bienal de arte de la biodiversidad."
4368,Muy padre. Mucha información
4369,Excelente información y zona arqueológica
4370,"Es un museo muy interesante y que invita a visitarlo cada que vayas a Cancun, ya que siempre hay exposiciones diferentes y de excelente calidad, es una actividad recomendable para un Domingo que no te cobran la entrada."
4371,"Lugar muy bonito, buen servicio del personal. Vale la pena conocer la cultura."
4372,"Es un lugar tranquilo y muy accesible aunque el recorrido es corto si sólo es curiosidad en menos de 2 horas ya lo habrás recorrido en su totalidad. Lo malo es que no hay guía que te valla haciendo comentarios o alguna explicación, solo con te puedes guiar con algunos letreros"
4373,"La verdad es que tanto el Museo Maya como la Zona Arqueológica me encantan. He ido varias veces y siempre lo disfruto. Merece la pena y siempre descubres algo nuevo, sobre todo cuando hay exposiciones temporales"
4374,"El personal muy amable, buena información"
4375,"Un lugar lleno de cultura, ideal para el turista o locales, siempre aprendes algo nuevo y el recorrido por la zona arqueologica es agradable.
Si te gusta la naturaleza, es un buen lugar.
Hay baños limpios y una tienda de souvenirs"
4376,"No es un Museo muy grande pero se encuentra  muy bien acondicionado ya fue construido recientemente, como la gran parte de los museos un dato bueno es que los estudiantes y profesores tienen Estrada gratuita enseñando credencial."
4377,"Me encantó su distribución, elegante presentación de los temas  históricos.antropologicos, y lo que llama la atención es la amplia difusión de la cultura del nayar en cancun ya que dedican grandes salas para abordarlas. Muy interesarte."
4378,"Muy bonito lugar para aprender sobre la cultura maya un museo muy interesante y muy tranquilo lo recomiendo mucho si estas interesado en cultura lo volveria a visitar sin niun problema ya que cumple con todas mis espectativas
La ubicacion esta my bien y las personas que laboran ahi te tratan de lo mejor eso sin duda
La cultura que nosmuestran en el museo es miy interesante ya que te envuelves en la cultura maya y quedas facinado con sus logros y todos sus descubrimientos y sus trabajos arquitectónicos son muy precisos la vdd un exelente lugar"
4379,Muchos años de historia en una hora de visita.
