,Comentario
2457,"Muy interesante.
Lástima que no pude ver las dos exhibiciones especiales que hacen sobre el simulador del horno y de la tierra, ya que no estuve a tiempo para verlas.
Fuera de eso, todo el recorrido fue agradable e interesante.
El personal es muy atento y amable."
2458,"Está muy interesante la historia del Horno Fundidora, destaca por ser interactivo. El recorrido es genial y el trato súper amable. La experiencia de subir al mirador es en extremo emocionante. Si puedes subir de día, y luego de noche, lo disfrutarás aún más."
2459,"El lugar es uno emblemático dentro de parque Fundidora y de la ciudad de Monterrey. Cuenta con una excelente vista y lleno de historia, aunque no me gustó que es algo chico y el recorrido lo puede terminar uno en menos de 20 minutos. Los costos para la atracción de visita nocturna es de $50 (admiracion general, ya que desconoco si hay precios especiales para estudiantes o personas mayores). Y ya si tienen hambre, ahí se cuenta con el restaurante del lingote de oro, con precios y sabores de altura"
2460,"Un lugar histórico de Monterrey, con una historia muy buena detrás de este Horno 3, excelente museo de ciencias, que tiene que visitar, muy buena atención a la gente, instalaciones en buen estado, comida exquisita y deliciosa, Recomendado para ir acompañado de tu familia o amigos"
2461,Muy bonito lugar recordar la historia del acero y cómo se crearon las grandes siderúrgicas donde actualmente se le da trabajo a Miles de personas. Además es un lugar para disfrutar sus jardines respirar aire puro y sacar el estrés. Eso no tiene precio
2462,"Excelente tour. Muy educativo, tiene informacion muy interesante. Nada caro y los guias super buena onda. Lo unico chafa es el museo interactivo del final, pero por todo lo demas vale la pena. Te suben al horno de acero y la vista es increible."
2463,"Vale muchísimo la pena, hay que ir con tiempo porque tiene muchas actividades, me parece que se puede estar ahí un día entero y aventarse en el circuito de tirolesas debe ser muy agradable. Pero yo no iba con tanto tiempo 😅"
2464,"Excelente lugar, imperdible si visitas la ciudad de Monterrey, se encuentra dentro del parque fundadora, donde puedes recorrer y disfrutar todo a su paso.
Tienes que subir al Horno 3 la vista desde su mirador es espectacular tanto de día como de noche, donde puedes contemplar las luces de la ciudad y ver la magnitud de los hornos y todo lo que los rodeaba.
En su primer piso esta un restaurante que también puedes visitar."
2465,"Me encantó.
Sin duda alguna es un excelente lugar para ir en compañía de toda la familia y cuentan con varias actividades recreativas para cualquier edad.
Eso sí, asegúrate de llevar tu bloqueador factor 50. 😥"
2466,Muy bonito 😊😊😊Me divertí mucho
2467,Muy  bonito lugar antiguo
2468,"Un lugar con historia para Monterrey muy bonito, el recorrido si dura un par de horas pero vale mas la pena cuando llevas niños ya que es muy interactivo, no es muy barato pero vale la pena, la persona que nos acompaño durante el recorrido fue muy amable, puedes sacar unas buenas fotos en el mirador en la parte superior del horno 3, con tu acceso puedes regresar en la noche y volver al mirador, la explicación de la historia de aceros Monterrey es emotiva y los niños se entretienen con el espectáculo de luz y sonido."
2469,"Todo la fundidora como tal tiene muchos atractivos, y el espectáculo dentro del museo es muy bueno. La historia en general y  lo que representa para la fundación de Monterrey es interesante."
2470,"Desde que llegas te asignan a un guía. Te recomiendo preguntar por César, excelente joven, muy dinámico y bien informado. Asegúrate de ir temprano para disfrutar todas las actividades con la menor cantidad de gente posible, y no te pierdas ningún show. PD: no olvides dejarle un pequeño incentivo al guía. Sobre todo si se esfuerzan."
2471,"Muy bonito museo, es una gozada aprender mientras interactuas con la exposición, tecnología aplicada a los más pequeños y los que aún tenemos corazón de niño, solamente la organización de las presentaciones dejó que desear, te ofrecían un horario y lugar, y luego resultaba que era a otra hora y otro lugar, fuera de eso, lo recomiendo."
2472,Excelente lugar para conocer los diferentes tipos de metales y como se forman.
2473,"Excelente museo vale mucho la pena visitarlo, aparenta menos de lo que ofrece pero es increíble, te dicen que tardas dos horas en recorrer todo pero no es cierto, si quieres disfrutar todas las secciones y leer los datos interesantes acerca de México y su historia necesitaras mas de 4 horas."
2474,"Es un lugar increíble, donde aprendes cosas nuevas e interesantes además de representar una parte de la historia de la industria de Monterrey. Es uno de los museos mas interesantes que e visitado, resulta se divertido el lugar."
2475,"HERMOSO! Es un lugar donde fácilmente se te van 3 horas como si fueran 10 minutos, encuentras toda la historia de una de las empresas más importantes de metal en Mexico, muy muy recomendable para toda la familia, podrás degustar deliciosos platillos en el LINGOTE restaurant pura calidad"
2476,"Entretenido, didáctico y ofrece actividades para todas las edades. Es una magnífica opción para visitar en El Parque Fundidora, pues además de conocer sobre la industria acerera, hay exposiciones o salas sobre otros temas. Incluso la pura estructura del edificio ya vale la pena la visita pues difícilmente podríamos ver un horno de fundición por dentro. El espectáculo del encendido del horno y subir a lo alto por la canastilla exterior, valen totalmente la pena!!"
2477,"Interesante lugar, lo malo es que no hay visitas guiadas con frecuencia y algunas interacciones no sirve su interfaz."
2478,Excelentes cursos en tecnología y educación 4.0
2479,Nunca lo eh visitado de día (como museo) solo en fiestas del trabajo pero esta muy bonito.
2480,Excelente lugar para conocer acerca de la industrialización de la zona. Es impresionante e impactante lo grande que se mira desde cualquier lugar y lo majestuoso que es este tipo de industria. Recomendable para aprender más sobre la zona industrial de Monterrey.
2481,"Muy interesante, básicamente aquí encontrarás descripciones y objetos históricos acerca de la creación del parque fundidora. Se ofrecen mini shows o presentaciones, no son sobresalientes pero si agradables. Lo más destacado es que puedes recorrer todo el horno por tu cuenta y con tu pase de entrada tendrás acceso a los elevadores que te llevan casi hasta el punto más alto del horno. Esta muy bien para pasar el rato y tener algo más de conocimiento histórico. El pase cuesta $100"
2482,"Un poco caro pero me gusta que a pesar de que la entrada cueste 100 pesos, con tarjeta de estudiante te cuesta únicamente 60 pesos. Lo que no me gusta es que no avisen el inicio de ciertas exposiciones como la casa de la tierra a las 4:00pm y el show de luces a las 4:30pm, tienes que preguntar para que te digan dónde y a qué hora son esas exposiciones."
2483,"Muy interesante toda la historia que hay por conocer sobre Monterrey, a quien lea esto le recomiendo que vaya con tiempo disponible para mirar todo el museo y que aproveche los $100 que cobran en la entrada lo cual está muy bien 👍"
2484,"Un lugar súper bonito!
El restaurante tiene menús muy deliciosos, súper rica la comida y la atención de todos los meseros es fenomenal
Definitivamente muy recomendable para eventos o para una velada muy espacial junto a tus seres queridos
La exhibición que hacen sobre como era el funcionamiento antes del horno es muy entretenida y padre de ver
Espectacular show de luces y muy buen sonido!!"
2485,"Increíble museo,todo muy bien, muy interactivo,tiene muchas actividades para los niños ,se muestra toda la producción del acero,el vídeo clip del despertar del gigante fue lo más interesante para mi te muestran como se trabajaba el acero es algo increíble sinceramente se recomienda si estás de pasó por la ciudad para que te entretengas y aprendas por unas cuantas horas y lo más importante es que se promueve y fomenta el desarrollo del conocimiento y la educación científica y tecnológica de la población en general :)"
2486,Bonito lugar para conocer algo que muchos desconocemos
2487,Me encantó pero debería tener un precio un poco más accesible aunque sea un día a la semana lo digo pensando en la gente de bajos recursos que con 3-4 hijos no creo que puedan disfrutar y conocer de lo bello del museo
2488,"Increíble lugar, hay que llevar tiempo de por lo menos 4 horas para visitarlo. Muy limpio y todos los guías muy amables y atentos."
2489,"Es un excelente museo, sin duda es muy interesante conocer la historia de uno de los gigantes de Monterrey. La información es muy digerible, hay espacios interactivos para los más pequeños, talleres, exposicisiones, proyecciones de documentales y por si fuera poco un espectáculo del que ten la seguridad, te enamorarás.
Todos los voluntarios son muy amables y siempre tienen la mejor dispocisión de resolver tus dudas. Disfruta de las vistas que te ofrece de la ciudad, y si eres muy aventurero anímate a lanzarte en la tirolesa. Saliendo del museo, siempre puedes pasar a llenar el estómago en su restaurante o su pequeño snack.
El precio, siendo sinceros, tomando en cuenta todo lo que haces es muy pequeño por todas las cosas interesantes y divertidas que aprendes."
2490,"Excelente lugar para visitar. El museo es muy interesante, la cima ofrece vistas increíbles, el restaurante tiene muy buena comida y bien trato aunque el precio sí es algo elevado. Un lugar muy recomendable para  visitar."
2491,Maravilloso lugar lleno de historia y está hermoso!
2492,"Excelente museo interactivo dentro de Parque Fundidora. También se encuentra un restaurante dentro del mismo (El Lingote), desde donde puedes, apreciar una vista espectacular de la ciudad."
2493,"Un Museo Increíble, construido entre la estructura de un horno alto de fundición. Tiene dos galerías, una que nos habla sobre la historia de la industria acerera en México y otra sobre los procesos que hay detrás de esta misma, en donde se puede aprender de manera interactiva. Cuenta con dos espectáculos: el show del horno, que es una representación de cómo funciona un horno alto, esté es imperdible; y el show de planeta tierra, que además de ser muy atractivo visualmente es interesante. Además cuenta con un mirador a 40m de altura, al que puedes subir por un elevador inclinado, desde ahí puedes tener una increíble vista de la ciudad y una perspectiva diferente de la imponente estructura.
Todo lo mencionado te lo incluye un boleto de $100.00 adultos y $60 niños, estudiantes, maestros y adultos mayores con credencial de Inapam.
Por último, si solo quieres subir al mirador tiene un costo de $50 en general. A esta actividad se le conoce como paseo a la cima nocturno. Y se abre una vez que el museo cierra.
*Algunas atracciones pueden estar canceladas en ciertos días. Por ejemplo el mirador se cierra si está lloviendo. El show del horno se puede cerrar si hay un evento o si presenta fallas técnicas. Esto puede resultar muy  molestó sobre  todo si vienes de muy  lejos. Cómo  precaución puedes preguntar en sus redes sociales oficiales para que te confirmen si no hay algún evento próximo que amerite el cierre del museo o de alguno de sus atractivos. Puedes consultar además si no hay pronóstico de lluvia en la ciudad para poder acceder al paseo a la cima (mirador)
**Se puede acceder con sillas de ruedas a todas las actividades. Todas son ideales para adultos y niños.
***Se puede contar con un guía para que te acompañe durante el recorrido, la gran mayoría son muy amables y preparados. Algunos son bilingües. Te atienden sin costó, desde una persona hasta grupos de aproximadamente 15 personas.
****Los precios pueden cambiar sin previo aviso.
Horarios: Lunes cerrado
Martes a jueves: 10:00 am - 6:00 pm
Viernes a domingo: 11:00 am - 7:00 pm
Después de la hora de cierre, si ya compraste tú boleto puedes permanecer en el museo una hora más. Apartir de esta misma hora de cierre es cuando se habilita el paseo a la cima nocturno."
2494,Me gusta como se ve en el atardecer aparte vale la pena entrar yo entre en una visita de la escuela es maravilloso:)
2495,Increíbles exposiciones y los shows ni se diga
2496,"Este museo en particular es interesante ya que te muestra la infraestructura de la antigua fábrica de acero, el show de luces dentro del horno es muy entretenido e ideal para niños y jóvenes, la vista de la ciudad en la parte superior es de las mejores que hay y la subida es por un teleférico lo cual le da aún más diversión a la experiencia."
2497,"Un lugar muy interesante y emblemático de la ciudad, dentro hay varias exposiciones que son interactivas de como se realizaba la fundición de acero, además cuentan con una presentación de como funcionaba el horno cuando aún estaba en servicio, en la parte superior hay un mirador de donde se tiene buena vista de la ciudad y del cerro de la silla"
2498,"Me sorprendió mucho este museo la verdad, los niños encantados con los juegos interactivos y yo también, una manera muy divertida de aprender ciencia e historia, limpio, ambiente joven, me encantó que puedes subir hasta la cima del horno, la vista es espectacular, visita obligada cuando vas a Mty."
2499,"Imperdible del paseo Santa Lucia y en general de Monterrey. Recomiendo ir descansados y con bastante tiempo puesto que hay varias actividades a realizar y todas valen mucho la pena. La segunda vez que fui llovía y no estaba funcionando el elevador para subir al mirador y si considero importante visitarlo por si llueve mejor regresen otro dia. Hay un restaurante en el cual se puede dividir la visita y descansar un rato mientras de disfruta de alguna bebida o se come algo. Asi se disfrutara más aún el lugar, es importante reconocer la labor de los chicos q son guías dentro del Museo, mis respetos por su maravillosa atención."
2500,Buen lugar para caminar y pasar en familia
2501,"Muy bonito parque.
El museo esta muy recomendable, esta dividido en 3 partes: Un mirador desde arriba de la torre desde donde se obtiene una hermosa vista a la ciudad, una sala de la historia de la fundidora y un área interactiva de ciencia y tecnología.
Como amenidades extras se tienen: Una función de efectos especiales que muestra como era el proceso de la fundidora enfocado en el horno 3 , un restaurante llamado ""El lingote"" el cual es algo caro pero sumamente recomendable y también se tiene una tirolesa desde lo alto del horno."
2502,"La visita del horno es algo que no te puedes perder. Recomiendo iniciar con el paseo en la macroplaza, tomar el recorrido de Santa Lucía y bajar en el parque fundidora y disfrutar de la caminata unos minutos hasta llegar al horno. Disfrutar del paseo al interior del museo y definitivamente subir a la vista que se ofrece desde la parte superior del horno. Disfruten y que tengan un bonito paseo!"
2503,"Este museo se encuentra dentro del parque fundidora, decreto de este museo encontrarás la historia de la fundidora y como era la vida del personal, aunado a un espectáculo de excelente calidad, puedes visitar su mirador desde donde tendrás una vista de 360 grados de la ciudad, aquí mismo hay un restaurante el cual no he tenido oportunidad de visitar, el personal es atento a excepción de la gente del kiosko de afuera que es jetón, fuera de eso, es una visita obligada si vistas Monterrey"
2504,"Me parece que esta sobrevaluado con respecto a otros museos que he visitado, el recorrido es corto en sí comparado con otros museos de costo menor, inclusive si interaccionas con los juegos o animaciones; el contenido de estos es bueno pero dista mucho de ser entretenido. El show de luces del horno es muy bueno cuando hay buena organizacion. Recomendado sólo para familias con hijos o niños pequeños, ya que de otra forma el recorrido dura a lo mucho 30 minutos. De preferencia acudir con credencial de estudiantes, por que no vale la pena pagar toda la entrada."
2505,Muy bien todo bien explícito y claro.organizado
2506,Increíble lugar para eventos o de visita turística.
2507,"Lugar lleno de historia desde su cimentacion, muy buena explicación de sus guías, el espectáculo muy bien montado, impresionante el recorrido al interior del horno, el mirador con una vista imponente de la Ciudad de Monterrey. El museo esta rodeado de edificios que en su tiempo fueron utilizados como talleres, bodegas, oficinas ahora son galerías de arte loq"
2508,Increíble lugar nos encantó
2509,Excelente! Un gran atractivo en Monterrey que muestra la cultura de empuje y trabajo que caracteriza a la gente de Nuevo León. Nadie se lo debe perder!!!
2510,Siempre un gran y maravilloso espacio
2511,"Excelente lugar, bonito, divertido e icónico. Con credencial de maestro o estudiante el costo es de $60
. Los guías muy amables."
2512,El museo es muy bonito e interesante aunque tiene demasiada información un tanto técnica que incluso llega a aburrir debido a que no comprendes todo. Sin embargo es muy interesante ver todo lo que ofrecen y el show de luces que montan.
2513,"Bastante recomendable, muy interesante"
2514,"Es un gran lugar para visitar, el espectáculo y la información son muy buenos, interesantes y creativos. La atención también es muy buena. Realmente lo recomiendo."
2515,"Un buen museo que no puedes dejar de visitar en tus vacaciones en esta ciudad, dentro de fundidora y muy cerca a otros museos, tiene anexo un restaurante (El Lingote), y tienda de recuerdos, tambiém si tienes la posibilidad y te gusta, puedes llevar a cabo tus eventos en el museo, me han contado que una boda puede salir en un millón de pesos en este lugar."
2516,"De los mejores en México. Para las personas que gocen de la historia del estado de Monterrey, sea fan de la ingeniería, o les encante siempre conocer lugares de independiente índole, es un lugar obligado a visitar. Además de la gran vista que ofrece del parque de la fundidora y alrededores."
2517,Museo localizado en el centro de parque fundidora. Muestra la historia de esta emblemática compañía que alguna vez fue de las más importantes en America. Ademas puedes dar un buen recorrido dentro de este complejo y conocer el proceso para darle utilidad al aceros.
2518,"Un lugar que vale la pena conocer, antes o después de pasear por el parque, no se olviden de pasar al museo del horno 3 excelentes instalaciones y todo el personal siempre muy atento tomen su tiempo para ver los videos y de paso podrías aprovechar para tener una mejor vista al subir si no le tienes miedo a las alturas."
2519,"Tal vez es la mejor atracción del Parque Fundididora, un antiguo alto horno que en vez de ser demolido fue transformado en museo interactivo. Hay un espectáculo bien interesante en que describen el proceso para la obtención del acero. Tiene una cafetería, una tienda de regalos para todos los bolsillo - incluso los muy abultados - y una terraza para disfrutar del parque. De los lugares más agradables de Monterrey."
2520,"El servicio deja mucho que desear y las porciones de los platos parecen broma , ni siquiera es un lugar de alta gastronomía donde las porciones se entiende que son pequeñas.
El gerente en verdad fue muy amable y recibió muy bien los comentarios como retroalimentación"
2521,Excelente lugar aprendes mucho de la extracción del acero
2522,Hermoso lugar!
2523,Increíble vista el horno impresionante!
2524,Muy bonito el lugar impresionante
2525,"Excelente lugar para aprender, disfrutar e interactuar sobre la historia del horno 3, recomendado ampliamente."
2526,"Es un Museo ubicado dentro de Parque Fundidora que cuenta con distintas actividades. Este lugar se hace entretenido sobre todo para los niños, pero también para toda la familia al ser un centro interactivo y de tecnología.
Lo mejor de todo es el Show del Horno, donde puedes revivir la experiencia de entrar en contacto con un Horno en plena operación.

También existe otra gran opción como es el Canopy, que consiste en tirolesas, rappel y un puente colgante a través de la estructura del Horno.

Sin duda les recomiendo la visita a este gran Museo, así como la excelente comida en su Restaurante ""El Lingote"""
2527,"Hoy es museo del acero, me contaron una anécdota cuando se iba a cerrar y estaban tratando de vender los equipos, vinieron unos Japoneses y cuando veían los equipos se admiraban mucho y los ingenieros que les mostraban las instalaciones estaban muy contentos porque venderían una gran cantidad, cuando terminaron el recorrido le preguntaron a los japoneses que les parecieron las instalaciones y respondieron -oh es un museo y lo tienen funcionando-"
2528,"Excelente museo, no es caro, vale mucho la pena entrar.
Puedes recorrerlo a tu gusto y asistir a las proyecciones y otras actividades que tienen.
Muy recomendable al ir al Parque Fundidora."
2529,Esta muy bonito el museo. Ten encuenta que cuando hay eventos aveces cierra. Es prudente preguntar a los guardias de los accesos. Puedes ir con tu biclicleta patines etc. No se permiten animalitos
2530,"Todo excelente, la proyección, principal atracción del lugar, es muy impactante."
2531,Muy bien conservado y con bastante información.
2532,"Excelente lugar para visitar, muchas actividades que realizar, el costo de la entrada si es considerable, aún así vale la visita."
2533,"Una gran experiencia, llena de emoción y aprendizaje, el horno 3 es básicamente la zona arqueológica de Monterrey, pues es su historia, hay un antes y un después para esta ciudad gracias a la fundidora."
2534,Excelente. Uno como ingeniero se emociona al ver todos los logros en ingeniería que se muestran. El proceso de manufactura del acero me ayuda a entender mi trabajo diario. Imperdible en la visita a Monterrey.
2535,"Amo este lugar, Parque Fundidora siempre es el lugar perfecto para pasar el tiempo en Monterrey y el horno 3 es bellísimo sobre todo de noche, su mirador es una gran opción para conocer la ciudad."
2536,"Extenso surtido en libros desde lectura recreativa así como libros para estudios de todos los niveles académicos, si no cuentan con el que buscas, en su inventario virtual revisan y te hacen el pedido y en aproximadamente 5 días llega tu libro esto y la atención de su personal lo hacen un buen lugar para comprar.

*Sus precios son competitivos ante otras librerías."
2537,El museo está muy adecuado para la historia de Monterrey y la industria acerera. Se puede subir al horno y tener una amplia vista de la ciudad. Hay becarios que dan la explicación de todo esto
2538,Excelente lugar para pasear.
2539,"Un lugar que refleja el sentimiento emprendedor de los regios y la base de su economía prospera. Bien realizado con tecnología a su favor y juegos visuales. Llama la atención la cantidad de personal del que hacen gala y la atención personalizada que hace súper acogedora tu visita, felicidades GRAN LUGAR"
2540,El museo es impresionante.
2541,"Hay poca atracción interactiva, lo mejor es el show del horno y salir a las alturas"
2542,Fabuloso museo 👌😉😎😌
2543,"Un lugar para visitar con la familia, la entrada tiene un costo de $100.00 pero el recorrido es largo y amable, te muestran todo lo que antes se hacía ahí con hierro y acero, un lugar con mucha historia, desde presentaciones con video fantásticas hasta simples explicaciones científicas, un lugar que amaran tus hijos y turistas."
2544,"estupendo lugar, con mucho para ver,  exhibiciones interesantes y un precio  que aunque  un poco alto vale totalmente la pena, horas y horas de entretenimiento para chicos y grandes, si eres un amante de la construcción te lo recomiendo,  eso si toma el tur que te ayuda mucho a disfrutar mas el  museo."
2545,"Un sitio hermoso para caminar tranquilamente, solo o en pareja. Fascinante todas las estructuras y estupendo para hacer fotos. Un lugar que no se puede dejar dejar de visitar estando en Monterrey."
2546,"Lugar excepcional que brinda toda la información para conocer sobre el Parque Fundidora.
Hay una área para que los niños experimenten.
El espectáculo del horno 3 está muy entretenido.
Recomendado para ir en grupos."
2547,Simplemente hermoso y rico en cultura e historia
2548,Todo muy bien pero recomiendo ir entre semana para que tengan todos los shows habilitados. Fui un sábado y parte del museo no estaba disponible porque lo rentaron para una boda
2549,"Estacionamiento de paga en parque fundadora, los precios del museo son accesibles y propios de su categoría, diversas actividades para chicos y grandes, funciones especiales de sala de planetario, del horno y viaje al techo recurrentes, tienda de recuerdos. El discurso del museo es un poco parcial con respecto a la historia de sus trabajadores y su actuar de la organización."
2550,El espacio público de calidad: parque fundidora.
2551,Exelente
2552,Excelente lugar para aprender más Monterrey
2553,Genial
2554,100% recomendable
2555,Bonita experiencia
2556,siempre un buen lugar para venir a caminar
2557,"Un lugar increíble, obra maestra de la ingeniería y muestra del gran talento que existió. No debes perder la oportunidad de recorrer por completo este gran museo."
2558,"Excelente museo. El recorrido guiado es una gran oportunidad para comprender la fabricación del acero dentro de una fundidora y todo el trabajo de  las personas detrás de él.
Muy interesante lugar"
2559,"Muy bonito lugar para visitar, parada obligatoria si no eres de la ciudad, el atardecer se ve bellísimo desde arriba y en la noche se aprecia muy bien desde cualquier ángulo."
2560,"Un museo bastante interesante, sobre todo porque se ubica dentro de lo que fuera un horno. Tienen diversas actividades, pero la más interesante es la proyección sobre la historia del horno y cómo se fundía el acero."
2561,Buenísimo museo
2562,Exelente paseo Parque fundidora y paseo Santa Lucia
2563,"Es muy bonito este lugar, exelente para bodas ;) esta grande el salon los meseros te dan un buen servicio tiene muchos sanitarios limpios en si es un buen lugar para tu evento"
2564,"Una experiencia inolvidable. Todas las personas que planeen ir tienen que vivir el show del Horno que es una tipo proyección con efectos especiales. El museo está padrísimo, Me encantó."
2565,"Excelente te asignan un guía el cual tr explica a detalle toda la historia, proceso y más sobre este tema, de igual forma tiene un área interactiva y una vista hermosa desde el mirador"
2566,"Lo único malo es que si no hay guías debes hacer el recorrido tu solo.
La vista es impresionante.
Descuento a estudiantes  60 pesos general 100 aprox."
2567,"Un excelente lugar para conocer un poco de la historia regiomontana y divertirse. Suban al mirador del museo, la vista vale todo el costo del boleto"
2568,"Un lugar que hay que visitar al estar en Monterrey, el museo es increible y los guias explican muy bien. Las salas de proyeccion estan muy interesantes ademas de que la informacion que proporcionan da detalles de lo que era la fundidora en sus inicios."
2569,"Un museo muy completo. En el corazón del Parque Fundidora sobrevive la pieza de maquinaria más grande de lo que fuera la antigua compañía que permitió la industrialización de la ciudad de Monterrey. El Museo Horno 3 es un legado de esa época, una prueba de su grandeza. Con distintas secciones aptas y atractivas para todas las edades resulta una visita necesaria  en Monterrey. Precios accesibles y muchas actividades."
2570,Desde la cdmx pa conocer 🌄🤙
2571,"Excelente atractivo turistico, simbolo de la ciudad"
2572,"El museo es un lugar fantástico, si como yo te gusta la ciencia y la historia, el museo es muy bonito, ve con tiempo para que puedas apreciar las piezas de exhibición, te invito a que veas el show y que disfrutes de la vista desde la chimeneas."
2573,"Excelente lugar para pasar una agradable tarde en familia. Recomiendo ampliamente todos las atracciones que se ofrecen ahí, museo, tirolesa, planetario y el show del gigante, sin duda una experiencia inolvidable."
2574,"Un excelente paseo, muy recomendado para toda la familia, preferentemente lleven calzado cómodo ya que caminarán distancias enormes, el paseo Santa Lucía es de lo más recomendado y subir al horno 3 es casi obligatorio para poder decir que visitaron el parque fundidora."
2575,"Tienen actividades muy interesantes, las exposiciones tanto de la historia del acero como los aspectos más técnicos está muy completa y los becarios le echan muchas ganas al dar sus explicaciones"
2576,"Preferentemente estacionate en Cintermex, en el estacionamiento subterraneo. Más barato que el del parque ($80 pesos las primeras 3 horas o cuota única ciertos días).

Entrada al museo cuesta $120 por adulto y $70 por los niños aproximadamente.

Puedes permanecer en el mirador del horno el tiempo que tú quieras.

En el interior del museo hay ciertas atracciones, algunas son interactivas pero duran solo unos segundos.

En promedio, es un tour de 1 hora utilizando cada una de las máquinas interactivas e incluyendo la plática y video de la historia de la planta fundidora."
2577,"Una experiencia muy buena .
Lo mismo que para conocer las industrias en el pasado"
2578,"Fantástico, le explican a uno desde el inicio de plan y construcción hasta la decadencia debido al gobierno federal, digno de visitar, el guía muy bien preparado"
2579,"Bonito lugar para caminar, eso si! Llevar tenis si se puede en bicicleta mejor! Esta pesada la caminada"
2580,"Algo diferente a los museos que conoces comúnmente, pero muy interesante y educativo te muestra cosas q desconocemos. Y cuenta con un mirador espectacular de la ciudad de Monterrey"
2581,"Es un museo interactivo. Algo grande considerando el show horno3 el otro show del planeta tierra más el mirador y la exposición  si te toma 1 día completo.  Les recomiendo la sección del museo que presenta la historia de los industriales de Monterrey muy buena museografía. Horno3, ""con tu presencia nos sentimos muy ufanos porque eres obra de titanes mexicanos."""
2582,Excelente museo .... Muy buen museo para visitar y aprender sobre la industria del acero. El costo es de 120 pesos adulto y 70 niños.
2583,"Museo diferente que muestra la historia de la Fundidora de fierro y acero, empresa ícono de Monterrey, ideal para los niños, además cuenta con un espectáculo de luz y sonido sensacional, ademas de que puedes pasear en la parte superior del horno 3 subiendo por un elevador muy pintoresco y divisar la ciudad desde las alturas.

Muy recomendable."
2584,"Sumamente interesante e interactivo para conocer sobre la industria y la historia de la producción en la región. El museo se encuentra ubicado en un alto horno, al cual se puede subir para admirar el enorme terreno de Parque Fundidora."
2585,"Muy padre lugar, místico y elegante."
2586,"Excelente lugar, para conocer en familia. Disfrutar de una dia o tarde, personas que vienen de fuera es un lugar que deben de visitar sin duda.

Esto es lo que antes era un horno de fundición del extinto parque de fundidora."
2587,"Excelente lugar, super limpio, su recorrido lleno de historia, su personal con muy buena actitud. 100% recomendado y más al atardecer con el show de luces."
2588,"He aquí la historia sobre la industria siderúrgica de nuestro país, el inicio de la legislación minera, la construcción de líneas férreas (tan indispensables para la ciudad) y por supuesto la estabilidad social tan deseada.
Se echó a andar por allá en 1900, la conformaban 3 altos hornos donde se dedicaban a la fundición, laminación, remaches, tornillos, fuerza motriz y por supuesto estructuras.
El 20 de noviembre de 1971 la olla ( una de ellas que hasta el día de hoy se exhibe en parque fundidora) que contenía un caldo mortal de acero a más de  1500o c derramó por accidente 25 toneladas sobre 17 inocentes víctimas, los obreros murieron casi instantáneamente.
20 años después de su cierre y pese a su historia en 2007 fué inaugurado para convertirlo en un centro Interactivo de Ciencia y Tecnología de clase mundial.
Abierto a todo público se puede acceder a él con una contribución para mantenimiento.
Desde horno 3 se alcanza una vista panorámica maravillosa que va desde su emblemático cerro de la silla, hasta el ya  famoso estadio BBVA.
Si vas a Monterrey debes visitar Horno 3 en especial su museo conmemorativo, allí encontrás una historia que no debe olvidarse."
2589,Funicular y museo es algo imprescindible
2590,"Es un museo grande y el toque especial es que es interactivo en gran parte. Buenas exposiciones, me encantó el show del horno. Un lugar lleno de historia. Recomendable."
2591,Excelente para el entretenimiento de toda la familia 👪
2592,"Increíble todo el parque, lo visité y conocí el día del niño"
2593,Un paseo muy recomendable para realizar en familia con niños. La atencion del guía estupenda. Hace falta darle mantenimiento a las estaciones interectivas
2594,"Me gustó el museo, está muy entretenido además te cuentan la historia del lugar, lo mejor son las vistas desde la parte más alta y es poco concurrido"
2595,"Me gustó, lo malo que no hay quien te explique el recorrido real e Histórico, sólo hay practicantes que no pueden interactuar con los turistas y al final piden una ayuda $$$ éso debería de darselos el Gobierno para que se motiven y puedan saber más de la Historia de la Ciudad Industrial"
2596,"Hay un paquete de Rapel, Tirolesa y Museo, conviene mas."
2597,"Su casa de la tierra, su show de luces, sus exposiciones y su mirador son únicos en México, vale la pena visitar este museo.
Cuesta 100 pesos pero con tarjeta de estudiante cuesta 60 pedos.
Los lunes todos los museos cierran."
2598,Es un museo muy entretenido y que aprendes muchas cosas sobre la historia y la ciencia seas de aquí o de afuera del estado vale la pena venir.
2599,Me encantó .. siento que le hace falta un guía turística que explique la antigüedad y para que servía cada cosa que se observa ... Falta más atención al turista..  el restaurante riquísimo me encantó el pan 😍
2600,"Me tocó llegar corriendo al show del horno porque cierran la puerta pero valió la pena, el recorrido lo hizo un estudiante de derecho, fue muy cómodo para mi que apoyen a los estudiantes, además todo estuvo muy informativo, y excelente vista en la parte de arriba."
2601,"Magníficas instalaciones, extraordinario show, excelente contenido.
Sólo puedo decir que los guías a veces hacen corto el recorrido saltandose información valiosa e interesante."
2602,"El lugar bonito, lo demás no estuvo padre porque pues no hay un guía :("
2603,Me encantó ❤️
2604,"Esta muy bonito tiene varias cosas que ver, solo que a algunos de los que dan el recorrido les falta mas gracia mas entusiasmo y saber mas acerca del museo"
2605,No puedes pasar por Monterrey y no visitar este Museo
2606,"Un hermoso lugar, no se pierdan el mirador."
2607,Excelente lugar.
