,Comentario
931,"El área infantil, 0-6 años está genial, lo de las burbujas está padrísimo! Tienen un área de estimulación infantil para bebés muy buena donde pueden ir los padres a estimular a sus babys"
932,Horrible !! Los anfitriones brillan x su ausencia . la expo de la vaquita marina le falta personal que le guste explicar . en las demás salas mejor los anfitriones sentados viéndote cómo bichos raros. Algunos explicando pero del 100 se puede decir 3% en los talleres solo hay dos opciones x que no hay material y por último las de las taquillas en verdad personal mal encarado que no te explica sus opciones de Compra.
933,"Paquete familiar tiene costo preferencia $210.00 para 4 personas.
Entrada general: $70.00
Estudiantes, maestros, miembros del INAPAM, trabajadores y exalumnos de la UNAM con credencial vigente: $60.00
Niños menores de 2 años no pagan boleto."
934,"Es un excelente lugar, muy interesante y los chicos que trabajan ahí son muy amables y atentos, te dan más información para que entendamos mejor las exposiciones.
Recomendado al 100%"
935,"Es muy interesante, y didáctico para los niños cuenta con muchas áreas extras para los niños, un mariposario, baylab... El personal es realmente atento se nota que les agrada trabajar ahí"
936,"Es una oportunidad incluso cuando es día de ocio, obviamente consultar su itinerario pero es opción hasta para hacer excursiones de la escuela, de amigos y porque no? de familia! $90 para abrir mente y alma de los chicos buscar dar cause a su orientación vocacional y hasta divertimento de grandes tiene opción de arribo por pumabus que sale del metro universidad, línea 3. Debe llevarse ropa cómoda y tenis. Aconsejó un lonche y agua. Por favor no tirar basura!."
937,"Me gustó mucho la exposición temporal sobre polinizadores. El museo tiene exposiciones sobre el universo, el cerebro, química. Ideal para visitar en familias"
938,"Es un lugar que cuenta con una amplia variedad de salas muy completas y útiles para los pequeños; por otro lado se hace notorio la falta de mantenimiento constante, muchos monitores y equipos de exposición   están fuera de operacion, los jóvenes ""Anfitrion"" que auxilian a los visitantes reflejan desmotivacion y cansancio, ninguno de ellos sonríe, es como interactuar con una máquina; sería muy interesante marcar una ruta de recorrido por las salas, así uno mismo podría saber hacia donde dirigirse para conocer todas las salas para no olvidar una sola. Intenté comprar un recuerdo de mi visita a Universum en tienda librería del lugar y no existen recuerdos del lugar, solo un bolígrafo de más de $400 pesos y un solo modelo de taza. En el área exterior de Universum conocí hace algunos años un laberinto muy bonito hecho de arbustos, el día de hoy está muy descuidado, ¡es una lástima! En general mi experiencia no fue muy agradable."
939,Excelente lugar para aprender. Sus exposiciones muy completas e interesantes. Hay que llegar temprano para poder disfrutarlo lo más posible.
940,"El museo está grande y tiene muchos temas divertidos para niños y más para adultos, sin duda nutre la mente y promueve el desarrollo integral del ser humano."
941,"Todos los esfuerzos del personal están dirigidos a generar una interesante experiencia de aprendizaje. Solamente un problema: la atención al cliente en la tienda-librería es muy poco atenta y no vendían un solo souvenir.
Por cierto, el menú de la cafetería es bastante respetable."
942,"me encanta este museo, ayer fue triste ver q no puedes acceder a algunas partes por remodelación pero espero valga la pena.

la cafeteria: si hay gente se acaba pronto el menú del dia aunque los meseros corren mucho tratan de atenderte lo mas rapido posilble (si tu presupuesto menor come afuera es mas económico, pero también mas limitado)"
943,El mejor museo interactivo para niños y no tan niños. Permanente hay talleres y el museo se conserva en buenas condiciones. Puedes llegar a través del metrobús y las. Líneas de PUMABUS dentro de Ciudad Universitaria.
944,"Me parece un lugar increíble, es grande, bonito pero le hace falta gente que sepa lo que hace, es un sitio que da para mucho, pero no hay quien explique, quién atienda, quién guíe... Nada serviciales ni con ganas de enseñar, un museo totalmente olvidado."
945,Increíble lugar para pasar un buen fin de semana aún que muchas de las exposiciones ya llevan un buen número de años sigue sorprendiéndome como la primera vez que lo visite
946,Hermoso lugar!!
947,"No vale la pena pagar por el océano,ni por el planetario  y la rebaja que ofrecen con credencial de estudiante e inapan es una burla de 10 pesos,pero la obra valió mucho la pena esa fue muy divertida e  interesante ."
948,"Las exposiciones permanentes son muy buenas además de que tienes muchas actividades didácticas, el jardín es genial.
Las exposiciones temporales son muy buenas solo que en ocasiones Durán muy poco"
949,"Muy interesante, aprendes nuevas cosas sobre todo porque es un museo interactivo lo que lo hace divertido, el estacionamiento es amplio y barato al rededor de $20 pesos, o si vas en transporte público el autobús que recorre cu es gratis"
950,"La feria de las ciencias en el universum y el universum en sí es una delicia para los curiosos y la gente que está interesada en saber un poco más acerca de nuestro entorno. Realmente es magnífico ir a conferencias en el universum, exposiciones, ferias de ciencias, el Museo y todo lo que ofrece. Es un Museo completo en su totalidad por donde quiera que lo veas, y los precios por entrada son muy baratos para la cantidad de cosas y exposiciones que ofrecen. 100% recomendable para todas las personas de todas las edades"
951,"Un buen museo, pero que lo han dejado caer."
952,"Es un buen lugar, debes de ir con mucho tiempo, bien comido o si lo prefieres tiene unos restaurantes dentro o algunos vendedores de golosinas afuera. El costo no me resulta excesivo pero para lo que ofrece me quedo debiendo."
953,El mejor museo para niños en la Ciudad de México...
954,Uno de los mejores museos de la cdmx barato con muchas actividades que realizar comodo seguro aprendes mucho... las salas lucen muy bien no puedes irte de la ciudad sin que vayas a dar una vuelta aprovecha y por ahi puedes ver otros sitios de interes padrisimo no creo que sea para niños pequeños pero si para jovenes y adolescentes y claro adultos
955,"Este museo es de los pocos que se enfocan en difundir la ciencia de una manera divertida.

Hay exposiciones mejores y peores, pero em general es divertido ir ahi, especialmente para los niños.

El restaurante es bueno también.

Un inconveniente es que no es accesible en transporte público, pero no es tan lejos del metro CU o del metrobus CCU, y las caminatas desde esas paradas son muy ricas."
956,"De los mejores lugares que puedes visitar.
En este museo encontrás una amplia muestra de conocimientos de los cuales el personal encargado te explica de manera interactiva y divertida. Definitivamente te llevas una buena experiencia y un conocimiento nuevo. El museo despierta tus sentidos."
957,"Se aprende de todo lo que se exhibe en el museo y además lo hace divertido, la verdad es que es muy agradable estar aprendiendo."
958,"Excelente museo de ciencia: matemáticas, física y química.
Muchas salas interactivas, exposiciones especiales y actividades infantiles o familiares.
Gran espacio abierto donde se planean actividades al aire libre o nocturnas"
959,"Es un museo muy completo, los temas bien ilustrados para toda la familia. El recorrido puede durar más de una hora, pero vale la pena."
960,"Un sitio dedicado a la ciencia y tecnología. Dirigido a niños y jóvenes.  Tiene exposiciones interactivas que ayudan a entender mejor las ideas básicas de la biología, química, astronomía, etc.  Recomendado para un paseo con aprendizaje.  También, cuenta con salones para conferencias."
961,"Un museo muy interesante, la información de las salas que tienen montadas son de primera, las secciones de interacción muy buenas, las pláticas y presentaciones por parte de los monitores y estudiantes también de primera, el único comentario que hago a modo de sugerencia es que los insumos que se utilizan en las mesas o montajes interactivos presentan ya un desgastes considerable debido a la cantidad de gente que va, el cambiarlos constantemente mejoraría la experiencia de los visitantes."
962,Excelente museo.
963,"Ubicado dentro del Centro Cultural Universitario, el Universum es un fantástico museo de ciencia y tecnología cuyo objetivo es la divulgación de las ciencias desde una perspectiva didáctica, amigable, interactiva y divertida.
Se encuentra abierto de martes a domingo y tiene un costo de 70 pesos entrada general y 60 pesos con credencial de estudiante,  exalumnos, trabajadores e INAPAM."
964,Exelente museo y muy buenas exposiciones
965,"Muy bonito y divertido. Las áreas son muy interesantes, juegos aptos para niños hasta adultos, muy recomendable para pasar un rato entretenido."
966,"Me encantó, está a la vanguardia en sus muestras!"
967,"Es un sitio lleno de cosas interesantes, hay mucha información científica que se maneja de manera interactiva, la cual te permite apremder mucho mejor. Las exposiciones temporales siempre son buenas con temas novedosos."
