,Comentario
1288,Esta muy bonito el lugar... solo q la entrada está cara... observe q las personas prefieren tomarse fotos fuera del fuerte q pagar para conocerlo. Deberian de tener un cobro para nacionales.
1289,Muy padre el museo y la vista a la laguna es muy hermosa super padre visitar en cualquier época del año
1290,Buen lugar para matar algo de tiempo con datos interesantes y buena ambientación.
1291,Parte esencial en la visita a Bacalar. Buen punto para admirar la vista se la laguna de los 7 colores.
1292,"Es un paraíso con una vista expectacular hacia la laguna de 7 colores, para tenerlo de memoria. Conclusión un paraiso"
1293,"Muy pequeño, hay un pequeño museo sobre la península, piratas, etc.  Bonita vista a laguna.  Básicamente es eso, pagas el acceso por la foto.  53 aprox mexicanos.  106 aprox extranjeros."
1294,"Muy bello lugar para visitar, desde arriba se aprecia la bella laguna de bacalar."
1295,"No puedes perderte la visita al fuerte, la vista a la laguna es hermosa, puedes ver varios de sus colores ❤"
1296,"Un lugar muy bonito con mucha historia.
El mural está muy bonito"
1297,Esta pequeño el lugar pero tiene mucha información para documentarse vale la pena
1298,Con toda la historia de su creación batallas fortaleza y pujante belleza para que disfrutemos en la actualidad seguro y agradable para los turistas y locales
1299,Hermoso lugar y hay un museo
1300,Muy bonito el lugar y el museo  muy buena información pero algunas cosas muy maltratadas.
1301,Bonito lugar.... Con bonita vista para tomarte fotos... Lo recomiendo
1302,La mejor experiencia . Ahí crecí pero me mudé a chetumal.pero no olvidó a mi lindo bacalar.❤️❤️❤️ Debes en cuando llegó a visitar a la familia.
1303,"Rico en historia, pero siento que es caro para lo que hay que ver.
Mejoraría la forma de contar la historia que hay dentro del museo."
1304,"Muy bonito, sin embargo, lo tienen algo olvidado por la pandemia. Además que no permiten el acceso ni siquiera con las medidas sanitarias debidas."
1305,Bien pero un poco costosa la entrada
1306,experiencia inolvidable a un paso del cielo en este bello y auténtico pueblo tocado por las manos de Dios y de su naturaleza
1307,"Fuerte San Felipe! Ícono de Bacalar, en el cual hay un museo que ilustra la historia de Bacalar.
Guerra de Castas, Piratas, Corsarios, Filibusteros...visiten el Fuerte San Felipe!"
1308,"Sitio histórico que nos invita a conocer un poco más sobre la historia de bacalar, su fortificación, sus historias de piratas y conquista... lo que nos pareció muy extraño fueron las tarifas ""diferenciadas"" para acceder al fuerte, tarifa para visitantes locales, para visitantes nacionales y tarifa para extranjeros...😕"
1309,"La vista desde los paseos en lancha es increíble, prepara tu cámara.
Puedes nadar en su calmada corriente.
Puedes visitar los diferentes cenotes que naturaleza te ofrece.
No olvides rentar kayak"
1310,"Sólo pude visualizarlo por fuera ya que en la noche encontraba cerrado, tiene cuota de recuperación, pequeño, pero para los gustosos de la historia parece un buen lugar."
1311,"Excelencia en el servicio, súper comprometidos con sus clientes. Gracias quedamos convidados en otra ocasión en retomar su servicio."
1312,"Vale la pena visitarlo, hay descuentos para mexicanos y aún sin el descuento la entrada es económica. Justo en frente de la laguna, el fuerte es una parada obligatoria en Bacalar."
1313,Excelente paseo en lancha por la espectacular laguna de los 7 colores!!!
1314,"Un lugar lleno de historia ancestral, bellísimo y con datos poco conocidos!"
1315,Excelentes paisajes y con una pequeña dosis de historia y cultura.
1316,"Es un lugar muy bello y siempre conocer la historia de un sitio es bueno, el problema es que el mantenimiento del museo es casi nulo."
1317,"El fuerte de Bacalar a un costado podrán encontrar las letras para tomarse su foto de este grandioso Pueblo Mágico, comentan que el nombre de Bacalar, le dieron este nombre ya que nos españoles no podrían pronunciar Bakhalal."
1318,Excelente lugar turístico
1319,"Es un pequeño fuerte en la orilla de la laguna que vale la pena visitar, es de los pocos lugares que muestran información histórica de Bacalar. Se habla temas mayas, conquista, rutas marinas, piratas, historia de la península y movimientos rebeldes. Es un museo interesante, no muy grande. Costo aproximado extrangeros 80 pesos, mexicanos 40 y estudiantes e Inapam 20. Hay guías locales de cooperación voluntaria."
1320,"Hermoso, vale la pena darse una vuelta y tomar una bebida fria de maiz llamada pozol"
1321,Hermoso lugar!!! El centro de Bacalar :)
1322,La historia como la describen dentro del fuerte es muy enriquecedora. Las vistas desde arriba del fuerte también vale la pena para mirar la laguna
1323,"Una experiencia inolvidable, única visita el fuerte conociendo un poquito de historia"
1324,"Bonito museo! Su torre ♖ tiene la mejor vista de la laguna, parada obligada sí vas a conocer la laguna de Bacalar."
1325,Un lugar con mucha historia. Si tienen la oportunidad de contratar los servicios de Carlos da una una excelente explicación del fuerte.
1326,"Muy bonitas ruinas......
Es muy corto el recorrido, pero la vista hacia la laguna es impresionante."
1327,"El museo increíble, la historia y construcción asombrosa, no te vayas de bacalar sin visitar el fuerte"
1328,Exelente lugar💯👍👍
1329,Excelente para una seción fotográfica
1330,Algo abandondo por Covid 19 😢
1331,"El fuerte es pequeño y su museo no tiene mucho contenido, pero es bonito. La estructura está muy bien cuidada y la vista es bella"
1332,Muy tranquilo y excelente para descansar💯💯💯😏
1333,"Bonito lugar y bonitas vistas desde allí.
La visita es corta, no hay demasiado que ver."
1334,"Comparado con el castillo de San Felipe de Barajas en Cartagena, Colombia o el Castillo de San Carlos de la Cabaña, en la Habana; es una fortaleza militar española muy pequeñita, no obstante, le da un ambiente mágico a la ciudad siendo una parada obligatoria dentro del circuito turístico de Bacalar. Muy pocas ciudades en Quintana Roo pueden decir que tienen una fortaleza, el costo de la entrada es de $50 MXN (2€) pero personalmente no vale la pena, pues su esplendor se puede apreciar completamente desde afuera enmarcado por la laguna al fondo.

Está ubicado frente al parque Gral. Ángel Remigio Rosado a un costado de las letras de la ciudad de Bacalar, entre la Avenida 1 y la Avenida 3. Monumento que Engalana la ciudad."
1335,"Laguna de 7 colores
Clima excelente
Comida accesible
El taxi cobra a cualquier lugar $20 pesos
Lleguen temprano para disfrutar todo el día"
1336,Hermoso.lugar. te lleva al pasado y la vista al agua es fabulosa!!
1337,"es un museo muy representativo, a pesar de ser pequeño, muestra una visión general de su exposición relacionada con la piratería en tiempos de la colonia."
1338,Excelente lugar ... De mucha historia ... No puedes dejar de probar sus nieves ... Tiene una vista extraordinaria de la laguna de Bacalar....
1339,"Un lugar genial para conocer un poco de la historia Maya... Los domingos, nacionales entran gratis con identificación."
1340,"Muy bonito lugar, lleno de historia pero muy descuidado"
1341,"Me encanto el museo, es un lugar muy agradable, tiene poca información pero es muy bella y propia de toda la península de Yucatan. La vista que tiene hacia la laguna espectacular!"
1342,"Lindo paisaje, es un pueblo totalmente tranquilo, ofrecen paseo en lancha por la laguna de 7 colores, es barato no hay mucho turismo."
1343,"un lugar para conocer historia de Bacalar, se puede apreciar muy bien la laguna"
1344,"Hermosa vista, interesante lugar e historia 🌅😍"
1345,La vista hacía la laguna es espectacular.
1346,Junto al fuerte hay una pequeña explanada donde hacen eventos locales x las noches..
1347,Muy tranquilo y agradable lugar
1348,"Muy bonito lugar, con credencial de estudiante te hacen descuento."
1349,Muy bonito lugar para tomar fotos
1350,Excelente lugar muy bonito y bien cuidado
1351,"Muy bonito y hay comercios al rededor,  aunque por el momento se encuentran haciendo muchos arreglos a las calles"
1352,Este pueblito y pedazo de historia está bueno para visitar y recorrer de tarde.
1353,"Muy buen conservado, un lugar histórico en un pueblo mágico"
1354,Hermoso lugar para admirar los colores de laguna...
1355,"Es un museo muy pequeño, con una vista hacia la laguna"
1356,"Me gustó el lugar, mi sugerencia es que le den mantenimiento y que arreglen la parte multimedia. La información muy importante pero siento que le podrían sacar mucho más valor histórico."
1357,Un Fuerte muy importante en la historia deberían de abrir más zonas para visitarlo y una guía para que explique la historia . Vista hermosa
1358,Un lugar repleto de historia totalmente recomendable para visitar
1359,"Es un lugar poco visitado, pero vale la pena por la vista"
1360,"Esta en muy buen estado, el museo es pequeño pero muy claro con la información y la historia del fuerte."
1361,"Pedir la explicación de un guía es necesario te cuentan detalles interesantes y solo te piden una propina, otorgan un trato excelente."
1362,"Sus cristalinas aguas son fascinantes a demás de ser agua dulce y aguas poco profundas.
Bacalar Una gran alberca natural 😍"
1363,"Bastante agradable e interesante.
Histórico."
1364,Lugar hermosos para descansar nadar y disfrutar en familia!
1365,"Él lugar muy bonito, pero no hay personas que te comentén sobre la historia del lugar"
1366,Hermosa vista!! Si quiere comer un dulce delicioso no dejen de probar la marquesita
1367,"Se ve interesante por fuera, aunque no tuve oportunidad de entrar"
1368,"Excelente lugar no tiene playa de arena. Impresionante de agua dulce, restaurantes variados, tours, kayacs, snorkel, velerismo, canotaje. Familiar bellísimo."
1369,Excelente lugar para relajate con el simple viento!!!!! Ofrecen tour en lancha al rededor de la laguna.
1370,Mucha historia en este lugar y una preciosa vista de la laguna
1371,"Bonito lugar,  información de la época de los piratas
Museo chico pero bonito
Bonita vista a la laguna
Recomendable para visitar
Cultural"
1372,Muy bonito el museo del fuerte a pesar de que es pequeño es muy bueno y recomendable
1373,Hermosa vista  y está lleno de mucha historia!
1374,"Es un pequeño museo, pero con una gran historia, y objetos invaluables..."
1375,Un lugar maravilloso 😊 tranquilo y perfecto... Hay un parque cerca .. y una heladería también así que vayan compren un helado tienen como 40 sabores y disfruten del parque que tiene un kiosco súper lindo... También cuentan con internet.. hay lugares para comer y ventas de artesanías divinas y de precios variados! Cerca está el balneario y hay muchos restaurantes en la costera que también tienen acceso a la laguna!!
1376,Un museo histórico interesante como complemento de la visita a la laguna de Bacalar.
1377,Un lugar especial muy bello se siente tranquilidad y hospitalidad todo el tiempo
1378,Unos de los viajes Más increíbles que disfrutamos.
1379,"Bonito, pero están arreglando las calles y tienen muy sucio."
